onset	duration	trial_type	stim_file
1.0	1	C-1st	12.png
6.0	1	A-2nd	7.png
8.0	1	D-1st	1.png
10.0	1	B-3rd	4.png
12.0	1	D-2nd	3.png
14.0	1	A-1st	8.png
22.0	1	B-2nd	11.png
28.0	1	B-1st	6.png
32.0	1	C-3rd	2.png
38.0	1	D-3rd	10.png
42.0	1	C-2nd	9.png
44.0	1	A-1st	8.png
46.0	1	B-1st	6.png
48.0	1	D-2nd	3.png
50.0	1	D-1st	1.png
52.0	1	A-2nd	7.png
54.0	1	C-1st	12.png
56.0	1	D-3rd	10.png
62.0	1	C-3rd	2.png
66.0	1	B-3rd	4.png
68.0	1	B-2nd	11.png
70.0	1	C-2nd	9.png
78.0	1	C-3rd	2.png
82.0	1	B-2nd	11.png
84.0	1	D-3rd	10.png
86.0	1	A-3rd	5.png
90.0	1	C-1st	12.png
94.0	1	A-2nd	7.png
96.0	1	A-1st	8.png
100.0	1	B-1st	6.png
104.0	1	C-2nd	9.png
108.0	1	D-1st	1.png
110.0	1	B-3rd	4.png
