onset	duration	trial_type	stim_file
0.0	1.0	D-1st	1.png
2.0	1.0	D-2nd	3.png
4.0	1.0	D-3rd	10.png
8.0	1.0	C-1st	12.png
14.0	1.0	C-2nd	9.png
18.0	1.0	C-3rd	2.png
24.0	1.0	A-2nd	7.png
30.0	1.0	A-3rd	5.png
32.0	1.0	B-1st	6.png
34.0	1.0	B-2nd	11.png
38.0	1.0	B-3rd	4.png
46.0	1.0	C-2nd	9.png
48.0	1.0	C-3rd	2.png
52.0	1.0	D-1st	1.png
54.0	1.0	D-2nd	3.png
56.0	1.0	D-3rd	10.png
58.0	1.0	B-1st	6.png
60.0	1.0	B-2nd	11.png
62.0	1.0	B-3rd	4.png
68.0	1.0	A-1st	8.png
76.0	1.0	A-3rd	5.png
78.0	1.0	C-1st	12.png
84.0	1.0	C-2nd	9.png
86.0	1.0	C-3rd	2.png
88.0	1.0	A-1st	8.png
94.0	1.0	A-2nd	7.png
96.0	1.0	A-3rd	5.png
102.0	1.0	B-1st	6.png
104.0	1.0	B-2nd	11.png
108.0	1.0	D-1st	1.png
110.0	1.0	D-2nd	3.png
116.0	1.0	D-3rd	10.png
118.0	1.0	A-1st	8.png
122.0	1.0	A-2nd	7.png
124.0	1.0	A-3rd	5.png
126.0	1.0	C-1st	12.png
128.0	1.0	C-2nd	9.png
132.0	1.0	C-3rd	2.png
134.0	1.0	D-1st	1.png
136.0	1.0	D-2nd	3.png
140.0	1.0	D-3rd	10.png
144.0	1.0	B-1st	6.png
150.0	1.0	B-3rd	4.png
154.0	1.0	A-1st	8.png
156.0	1.0	A-2nd	7.png
162.0	1.0	A-3rd	5.png
166.0	1.0	C-1st	12.png
170.0	1.0	C-3rd	2.png
174.0	1.0	D-1st	1.png
176.0	1.0	D-2nd	3.png
182.0	1.0	D-3rd	10.png
184.0	1.0	B-1st	6.png
186.0	1.0	B-2nd	11.png
188.0	1.0	B-3rd	4.png
192.0	1.0	C-1st	12.png
196.0	1.0	C-2nd	9.png
198.0	1.0	C-3rd	2.png
202.0	1.0	D-2nd	3.png
204.0	1.0	D-3rd	10.png
206.0	1.0	B-1st	6.png
208.0	1.0	B-2nd	11.png
212.0	1.0	B-3rd	4.png
214.0	1.0	A-1st	8.png
218.0	1.0	A-2nd	7.png
222.0	1.0	A-3rd	5.png
