onset	duration	trial_type	stim_file
1.0	1	C-1st	12.png
2.0	1	A-2nd	7.png
4.0	1	D-1st	1.png
8.0	1	B-3rd	4.png
10.0	1	D-2nd	3.png
14.0	1	A-1st	8.png
20.0	1	A-3rd	5.png
26.0	1	B-1st	6.png
30.0	1	C-3rd	2.png
32.0	1	D-3rd	10.png
34.0	1	C-2nd	9.png
36.0	1	A-1st	8.png
40.0	1	B-1st	6.png
42.0	1	D-2nd	3.png
46.0	1	D-1st	1.png
48.0	1	A-2nd	7.png
50.0	1	C-1st	12.png
52.0	1	D-3rd	10.png
54.0	1	C-3rd	2.png
64.0	1	B-2nd	11.png
66.0	1	C-2nd	9.png
68.0	1	A-3rd	5.png
70.0	1	C-3rd	2.png
74.0	1	B-2nd	11.png
76.0	1	D-3rd	10.png
78.0	1	A-3rd	5.png
84.0	1	C-1st	12.png
86.0	1	A-2nd	7.png
92.0	1	A-1st	8.png
94.0	1	B-1st	6.png
100.0	1	D-2nd	3.png
104.0	1	C-2nd	9.png
108.0	1	D-1st	1.png
