onset	duration	trial_type	stim_file
0.0	1	C-1st	12.png
2.0	1	C-2nd	9.png
4.0	1	C-3rd	2.png
6.0	1	D-1st	1.png
12.0	1	D-2nd	3.png
14.0	1	D-3rd	10.png
16.0	1	B-1st	6.png
18.0	1	B-2nd	11.png
20.0	1	B-3rd	4.png
22.0	1	A-1st	8.png
24.0	1	A-2nd	7.png
26.0	1	A-3rd	5.png
30.0	1	B-1st	6.png
32.0	1	B-2nd	11.png
36.0	1	B-3rd	4.png
40.0	1	A-1st	8.png
44.0	1	A-2nd	7.png
46.0	1	A-3rd	5.png
48.0	1	D-1st	1.png
50.0	1	D-2nd	3.png
54.0	1	D-3rd	10.png
56.0	1	C-1st	12.png
58.0	1	C-2nd	9.png
64.0	1	C-3rd	2.png
68.0	1	A-1st	8.png
72.0	1	A-2nd	7.png
78.0	1	A-3rd	5.png
82.0	1	B-1st	6.png
86.0	1	B-2nd	11.png
88.0	1	B-3rd	4.png
90.0	1	D-1st	1.png
96.0	1	D-2nd	3.png
98.0	1	D-3rd	10.png
104.0	1	C-1st	12.png
108.0	1	C-2nd	9.png
110.0	1	C-3rd	2.png
112.0	1	B-1st	6.png
116.0	1	B-2nd	11.png
118.0	1	B-3rd	4.png
122.0	1	C-1st	12.png
124.0	1	C-2nd	9.png
126.0	1	C-3rd	2.png
128.0	1	A-1st	8.png
132.0	1	A-2nd	7.png
136.0	1	A-3rd	5.png
140.0	1	D-1st	1.png
142.0	1	D-2nd	3.png
148.0	1	D-3rd	10.png
150.0	1	C-1st	12.png
152.0	1	C-2nd	9.png
156.0	1	C-3rd	2.png
158.0	1	B-1st	6.png
162.0	1	B-2nd	11.png
164.0	1	B-3rd	4.png
166.0	1	A-1st	8.png
168.0	1	A-2nd	7.png
170.0	1	A-3rd	5.png
174.0	1	D-1st	1.png
180.0	1	D-2nd	3.png
182.0	1	D-3rd	10.png
186.0	1	C-1st	12.png
190.0	1	C-2nd	9.png
192.0	1	C-3rd	2.png
198.0	1	B-1st	6.png
200.0	1	B-2nd	11.png
202.0	1	B-3rd	4.png
204.0	1	D-1st	1.png
206.0	1	D-2nd	3.png
208.0	1	D-3rd	10.png
214.0	1	A-1st	8.png
216.0	1	A-2nd	7.png
222.0	1	A-3rd	5.png
