onset	duration	trial_type	stim_file
0.0	1	B-1st	6.png
2.0	1	B-2nd	11.png
4.0	1	B-3rd	4.png
6.0	1	A-1st	8.png
12.0	1	A-2nd	7.png
16.0	1	A-3rd	5.png
18.0	1	D-1st	1.png
20.0	1	D-2nd	3.png
24.0	1	D-3rd	10.png
26.0	1	C-1st	12.png
28.0	1	C-2nd	9.png
30.0	1	C-3rd	2.png
36.0	1	B-1st	6.png
38.0	1	B-2nd	11.png
42.0	1	B-3rd	4.png
44.0	1	D-1st	1.png
48.0	1	D-2nd	3.png
50.0	1	D-3rd	10.png
52.0	1	C-1st	12.png
54.0	1	C-2nd	9.png
58.0	1	C-3rd	2.png
60.0	1	A-1st	8.png
64.0	1	A-2nd	7.png
68.0	1	A-3rd	5.png
70.0	1	D-1st	1.png
72.0	1	D-2nd	3.png
74.0	1	D-3rd	10.png
76.0	1	B-1st	6.png
78.0	1	B-2nd	11.png
84.0	1	B-3rd	4.png
90.0	1	A-1st	8.png
92.0	1	A-2nd	7.png
94.0	1	A-3rd	5.png
96.0	1	C-1st	12.png
100.0	1	C-2nd	9.png
104.0	1	C-3rd	2.png
106.0	1	D-1st	1.png
110.0	1	D-2nd	3.png
114.0	1	D-3rd	10.png
118.0	1	B-1st	6.png
120.0	1	B-2nd	11.png
126.0	1	B-3rd	4.png
132.0	1	C-1st	12.png
134.0	1	C-2nd	9.png
140.0	1	C-3rd	2.png
142.0	1	A-1st	8.png
144.0	1	A-2nd	7.png
148.0	1	A-3rd	5.png
150.0	1	C-1st	12.png
154.0	1	C-2nd	9.png
156.0	1	C-3rd	2.png
160.0	1	A-1st	8.png
166.0	1	A-2nd	7.png
168.0	1	A-3rd	5.png
172.0	1	D-1st	1.png
174.0	1	D-2nd	3.png
176.0	1	D-3rd	10.png
180.0	1	B-1st	6.png
182.0	1	B-2nd	11.png
184.0	1	B-3rd	4.png
186.0	1	A-1st	8.png
188.0	1	A-2nd	7.png
192.0	1	A-3rd	5.png
194.0	1	D-1st	1.png
198.0	1	D-2nd	3.png
204.0	1	D-3rd	10.png
210.0	1	C-1st	12.png
212.0	1	C-2nd	9.png
214.0	1	C-3rd	2.png
216.0	1	B-1st	6.png
218.0	1	B-2nd	11.png
222.0	1	B-3rd	4.png
