onset	duration	trial_type	stim_file
0.0	1.0	C-1st	11.png
2.0	1.0	C-2nd	8.png
6.0	1.0	C-3rd	5.png
8.0	1.0	D-1st	3.png
14.0	1.0	D-2nd	6.png
16.0	1.0	D-3rd	12.png
22.0	1.0	B-2nd	4.png
24.0	1.0	B-3rd	10.png
26.0	1.0	A-1st	2.png
28.0	1.0	A-2nd	1.png
34.0	1.0	A-3rd	7.png
42.0	1.0	D-2nd	6.png
46.0	1.0	D-3rd	12.png
50.0	1.0	C-1st	11.png
52.0	1.0	C-2nd	8.png
58.0	1.0	C-3rd	5.png
64.0	1.0	B-1st	9.png
68.0	1.0	B-2nd	4.png
70.0	1.0	B-3rd	10.png
72.0	1.0	A-1st	2.png
74.0	1.0	A-2nd	1.png
80.0	1.0	B-1st	9.png
84.0	1.0	B-2nd	4.png
86.0	1.0	B-3rd	10.png
90.0	1.0	A-1st	2.png
96.0	1.0	A-2nd	1.png
98.0	1.0	A-3rd	7.png
102.0	1.0	D-1st	3.png
106.0	1.0	D-3rd	12.png
108.0	1.0	C-1st	11.png
110.0	1.0	C-2nd	8.png
116.0	1.0	C-3rd	5.png
120.0	1.0	A-1st	2.png
122.0	1.0	A-2nd	1.png
126.0	1.0	A-3rd	7.png
128.0	1.0	D-1st	3.png
132.0	1.0	D-2nd	6.png
134.0	1.0	D-3rd	12.png
136.0	1.0	C-1st	11.png
138.0	1.0	C-2nd	8.png
140.0	1.0	C-3rd	5.png
144.0	1.0	B-1st	9.png
148.0	1.0	B-2nd	4.png
150.0	1.0	B-3rd	10.png
158.0	1.0	C-2nd	8.png
160.0	1.0	C-3rd	5.png
166.0	1.0	A-1st	2.png
168.0	1.0	A-2nd	1.png
170.0	1.0	A-3rd	7.png
172.0	1.0	B-1st	9.png
174.0	1.0	B-2nd	4.png
178.0	1.0	B-3rd	10.png
182.0	1.0	D-1st	3.png
186.0	1.0	D-3rd	12.png
188.0	1.0	C-1st	11.png
192.0	1.0	C-2nd	8.png
196.0	1.0	C-3rd	5.png
198.0	1.0	B-1st	9.png
200.0	1.0	B-2nd	4.png
202.0	1.0	B-3rd	10.png
208.0	1.0	A-2nd	1.png
214.0	1.0	A-3rd	7.png
216.0	1.0	D-1st	3.png
218.0	1.0	D-2nd	6.png
222.0	1.0	D-3rd	12.png
