onset	duration	trial_type	stim_file
0.0	1	B-1st	7.png
4.0	1	B-2nd	1.png
6.0	1	B-3rd	11.png
8.0	1	C-1st	2.png
10.0	1	C-2nd	5.png
12.0	1	C-3rd	9.png
18.0	1	D-1st	6.png
20.0	1	D-2nd	4.png
22.0	1	D-3rd	3.png
24.0	1	A-1st	12.png
26.0	1	A-2nd	8.png
28.0	1	A-3rd	10.png
34.0	1	C-1st	2.png
36.0	1	C-2nd	5.png
38.0	1	C-3rd	9.png
40.0	1	D-1st	6.png
42.0	1	D-2nd	4.png
46.0	1	D-3rd	3.png
48.0	1	B-1st	7.png
52.0	1	B-2nd	1.png
54.0	1	B-3rd	11.png
56.0	1	A-1st	12.png
60.0	1	A-2nd	8.png
64.0	1	A-3rd	10.png
68.0	1	B-1st	7.png
74.0	1	B-2nd	1.png
78.0	1	B-3rd	11.png
80.0	1	A-1st	12.png
82.0	1	A-2nd	8.png
88.0	1	A-3rd	10.png
90.0	1	C-1st	2.png
92.0	1	C-2nd	5.png
96.0	1	C-3rd	9.png
102.0	1	D-1st	6.png
106.0	1	D-2nd	4.png
110.0	1	D-3rd	3.png
114.0	1	C-1st	2.png
116.0	1	C-2nd	5.png
120.0	1	C-3rd	9.png
126.0	1	B-1st	7.png
128.0	1	B-2nd	1.png
130.0	1	B-3rd	11.png
134.0	1	A-1st	12.png
140.0	1	A-2nd	8.png
146.0	1	A-3rd	10.png
150.0	1	D-1st	6.png
154.0	1	D-2nd	4.png
156.0	1	D-3rd	3.png
160.0	1	C-1st	2.png
162.0	1	C-2nd	5.png
166.0	1	C-3rd	9.png
168.0	1	B-1st	7.png
170.0	1	B-2nd	1.png
172.0	1	B-3rd	11.png
174.0	1	D-1st	6.png
178.0	1	D-2nd	4.png
182.0	1	D-3rd	3.png
184.0	1	A-1st	12.png
186.0	1	A-2nd	8.png
192.0	1	A-3rd	10.png
194.0	1	B-1st	7.png
200.0	1	B-2nd	1.png
204.0	1	B-3rd	11.png
206.0	1	D-1st	6.png
208.0	1	D-2nd	4.png
210.0	1	D-3rd	3.png
212.0	1	A-1st	12.png
214.0	1	A-2nd	8.png
216.0	1	A-3rd	10.png
218.0	1	C-1st	2.png
220.0	1	C-2nd	5.png
222.0	1	C-3rd	9.png
