onset	duration	trial_type	stim_file
1.0	1	C-1st	2.png
2.0	1	C-2nd	5.png
6.0	1	C-3rd	9.png
8.0	1	B-1st	7.png
16.0	1	B-3rd	11.png
18.0	1	A-1st	12.png
24.0	1	A-2nd	8.png
28.0	1	A-3rd	10.png
32.0	1	D-1st	6.png
34.0	1	D-2nd	4.png
38.0	1	C-1st	2.png
44.0	1	C-2nd	5.png
48.0	1	C-3rd	9.png
50.0	1	D-1st	6.png
52.0	1	D-2nd	4.png
54.0	1	D-3rd	3.png
60.0	1	A-1st	12.png
64.0	1	A-2nd	8.png
66.0	1	A-3rd	10.png
70.0	1	B-1st	7.png
72.0	1	B-2nd	1.png
74.0	1	B-3rd	11.png
76.0	1	D-1st	6.png
78.0	1	D-2nd	4.png
80.0	1	D-3rd	3.png
82.0	1	C-1st	2.png
90.0	1	C-3rd	9.png
94.0	1	A-1st	12.png
96.0	1	A-2nd	8.png
98.0	1	A-3rd	10.png
102.0	1	B-1st	7.png
106.0	1	B-2nd	1.png
108.0	1	B-3rd	11.png
112.0	1	D-1st	6.png
114.0	1	D-2nd	4.png
116.0	1	D-3rd	3.png
118.0	1	C-1st	2.png
124.0	1	C-3rd	9.png
126.0	1	A-1st	12.png
130.0	1	A-2nd	8.png
134.0	1	A-3rd	10.png
136.0	1	B-1st	7.png
138.0	1	B-2nd	1.png
140.0	1	B-3rd	11.png
148.0	1	D-2nd	4.png
150.0	1	D-3rd	3.png
156.0	1	C-1st	2.png
158.0	1	C-2nd	5.png
162.0	1	C-3rd	9.png
166.0	1	A-1st	12.png
174.0	1	A-3rd	10.png
176.0	1	B-1st	7.png
182.0	1	B-2nd	1.png
186.0	1	B-3rd	11.png
192.0	1	A-1st	12.png
194.0	1	A-2nd	8.png
198.0	1	A-3rd	10.png
204.0	1	D-2nd	4.png
206.0	1	D-3rd	3.png
208.0	1	B-1st	7.png
210.0	1	B-2nd	1.png
212.0	1	B-3rd	11.png
214.0	1	C-1st	2.png
216.0	1	C-2nd	5.png
222.0	1	C-3rd	9.png
