onset	duration	trial_type	stim_file
1.0	1	D-1st	6.png
4.0	1	D-3rd	3.png
10.0	1	B-1st	7.png
12.0	1	B-2nd	1.png
14.0	1	B-3rd	11.png
16.0	1	C-1st	2.png
20.0	1	C-2nd	5.png
26.0	1	C-3rd	9.png
28.0	1	A-1st	12.png
30.0	1	A-2nd	8.png
34.0	1	A-3rd	10.png
36.0	1	B-1st	7.png
40.0	1	B-3rd	11.png
42.0	1	C-1st	2.png
46.0	1	C-2nd	5.png
48.0	1	C-3rd	9.png
52.0	1	D-1st	6.png
58.0	1	D-2nd	4.png
62.0	1	D-3rd	3.png
64.0	1	A-1st	12.png
66.0	1	A-2nd	8.png
72.0	1	A-3rd	10.png
74.0	1	B-1st	7.png
76.0	1	B-2nd	1.png
82.0	1	B-3rd	11.png
84.0	1	D-1st	6.png
90.0	1	D-3rd	3.png
96.0	1	C-1st	2.png
98.0	1	C-2nd	5.png
104.0	1	C-3rd	9.png
106.0	1	A-1st	12.png
110.0	1	A-2nd	8.png
116.0	1	A-3rd	10.png
118.0	1	B-1st	7.png
122.0	1	B-3rd	11.png
126.0	1	C-1st	2.png
130.0	1	C-2nd	5.png
132.0	1	C-3rd	9.png
136.0	1	D-1st	6.png
138.0	1	D-2nd	4.png
140.0	1	D-3rd	3.png
142.0	1	A-1st	12.png
144.0	1	A-2nd	8.png
150.0	1	A-3rd	10.png
154.0	1	B-1st	7.png
162.0	1	B-3rd	11.png
166.0	1	D-1st	6.png
170.0	1	D-2nd	4.png
174.0	1	D-3rd	3.png
178.0	1	C-1st	2.png
180.0	1	C-2nd	5.png
184.0	1	C-3rd	9.png
190.0	1	A-2nd	8.png
192.0	1	A-3rd	10.png
194.0	1	C-1st	2.png
198.0	1	C-2nd	5.png
200.0	1	C-3rd	9.png
202.0	1	A-1st	12.png
204.0	1	A-2nd	8.png
206.0	1	A-3rd	10.png
208.0	1	D-1st	6.png
212.0	1	D-2nd	4.png
214.0	1	D-3rd	3.png
218.0	1	B-1st	7.png
222.0	1	B-3rd	11.png
