onset	duration	trial_type	stim_file
1.0	1	C-2nd	5.png
2.0	1	B-3rd	11.png
6.0	1	C-1st	2.png
10.0	1	D-1st	6.png
14.0	1	A-3rd	10.png
16.0	1	D-3rd	3.png
18.0	1	A-2nd	8.png
24.0	1	A-1st	12.png
26.0	1	C-3rd	9.png
28.0	1	B-1st	7.png
30.0	1	D-2nd	4.png
34.0	1	B-2nd	1.png
36.0	1	B-3rd	11.png
40.0	1	D-2nd	4.png
42.0	1	C-2nd	5.png
46.0	1	D-3rd	3.png
48.0	1	C-3rd	9.png
52.0	1	D-1st	6.png
56.0	1	B-2nd	1.png
58.0	1	C-1st	2.png
60.0	1	A-1st	12.png
66.0	1	A-3rd	10.png
68.0	1	A-2nd	8.png
70.0	1	B-1st	7.png
72.0	1	A-3rd	10.png
78.0	1	D-1st	6.png
80.0	1	C-2nd	5.png
82.0	1	A-2nd	8.png
88.0	1	A-1st	12.png
90.0	1	D-2nd	4.png
92.0	1	B-2nd	1.png
94.0	1	D-3rd	3.png
98.0	1	B-1st	7.png
104.0	1	C-3rd	9.png
108.0	1	B-3rd	11.png
110.0	1	C-1st	2.png
