onset	duration	trial_type	stim_file
1.0	1	A-1st	7.png
4.0	1	A-2nd	1.png
8.0	1	A-3rd	6.png
10.0	1	C-1st	9.png
14.0	1	C-2nd	12.png
16.0	1	C-3rd	8.png
22.0	1	B-1st	2.png
24.0	1	B-2nd	4.png
28.0	1	B-3rd	10.png
34.0	1	D-1st	5.png
38.0	1	D-2nd	11.png
40.0	1	D-3rd	3.png
42.0	1	C-1st	9.png
44.0	1	C-2nd	12.png
46.0	1	C-3rd	8.png
50.0	1	B-1st	2.png
52.0	1	B-2nd	4.png
54.0	1	B-3rd	10.png
56.0	1	D-1st	5.png
58.0	1	D-2nd	11.png
60.0	1	D-3rd	3.png
64.0	1	A-1st	7.png
66.0	1	A-2nd	1.png
72.0	1	A-3rd	6.png
74.0	1	D-1st	5.png
76.0	1	D-2nd	11.png
78.0	1	D-3rd	3.png
82.0	1	B-1st	2.png
86.0	1	B-2nd	4.png
90.0	1	B-3rd	10.png
92.0	1	A-1st	7.png
94.0	1	A-2nd	1.png
96.0	1	A-3rd	6.png
98.0	1	C-1st	9.png
100.0	1	C-2nd	12.png
104.0	1	C-3rd	8.png
110.0	1	D-1st	5.png
116.0	1	D-2nd	11.png
118.0	1	D-3rd	3.png
120.0	1	C-1st	9.png
122.0	1	C-2nd	12.png
124.0	1	C-3rd	8.png
128.0	1	A-1st	7.png
132.0	1	A-2nd	1.png
138.0	1	A-3rd	6.png
140.0	1	B-1st	2.png
142.0	1	B-2nd	4.png
144.0	1	B-3rd	10.png
146.0	1	C-1st	9.png
150.0	1	C-2nd	12.png
154.0	1	C-3rd	8.png
160.0	1	B-1st	2.png
162.0	1	B-2nd	4.png
164.0	1	B-3rd	10.png
168.0	1	D-1st	5.png
170.0	1	D-2nd	11.png
172.0	1	D-3rd	3.png
176.0	1	A-1st	7.png
182.0	1	A-2nd	1.png
184.0	1	A-3rd	6.png
186.0	1	C-1st	9.png
188.0	1	C-2nd	12.png
190.0	1	C-3rd	8.png
192.0	1	B-1st	2.png
196.0	1	B-2nd	4.png
202.0	1	B-3rd	10.png
206.0	1	A-1st	7.png
212.0	1	A-2nd	1.png
214.0	1	A-3rd	6.png
216.0	1	D-1st	5.png
218.0	1	D-2nd	11.png
222.0	1	D-3rd	3.png
