onset	duration	trial_type	stim_file
1.0	1	C-1st	9.png
2.0	1	C-2nd	12.png
6.0	1	C-3rd	8.png
12.0	1	A-1st	7.png
18.0	1	A-2nd	1.png
22.0	1	A-3rd	6.png
26.0	1	D-1st	5.png
30.0	1	D-2nd	11.png
32.0	1	D-3rd	3.png
36.0	1	B-2nd	4.png
42.0	1	B-3rd	10.png
44.0	1	A-1st	7.png
46.0	1	A-2nd	1.png
50.0	1	A-3rd	6.png
56.0	1	B-1st	2.png
58.0	1	B-2nd	4.png
62.0	1	B-3rd	10.png
64.0	1	D-1st	5.png
68.0	1	D-3rd	3.png
70.0	1	C-1st	9.png
74.0	1	C-2nd	12.png
78.0	1	D-1st	5.png
82.0	1	D-2nd	11.png
84.0	1	D-3rd	3.png
86.0	1	B-1st	2.png
90.0	1	B-2nd	4.png
92.0	1	B-3rd	10.png
96.0	1	C-1st	9.png
98.0	1	C-2nd	12.png
100.0	1	C-3rd	8.png
102.0	1	A-1st	7.png
110.0	1	A-3rd	6.png
116.0	1	D-1st	5.png
120.0	1	D-2nd	11.png
124.0	1	D-3rd	3.png
128.0	1	A-1st	7.png
130.0	1	A-2nd	1.png
132.0	1	A-3rd	6.png
138.0	1	B-1st	2.png
142.0	1	B-2nd	4.png
144.0	1	B-3rd	10.png
148.0	1	C-1st	9.png
150.0	1	C-2nd	12.png
152.0	1	C-3rd	8.png
154.0	1	B-1st	2.png
158.0	1	B-3rd	10.png
160.0	1	A-1st	7.png
162.0	1	A-2nd	1.png
168.0	1	A-3rd	6.png
170.0	1	C-1st	9.png
172.0	1	C-2nd	12.png
174.0	1	C-3rd	8.png
178.0	1	D-1st	5.png
180.0	1	D-2nd	11.png
186.0	1	D-3rd	3.png
192.0	1	B-1st	2.png
198.0	1	B-3rd	10.png
200.0	1	D-1st	5.png
202.0	1	D-2nd	11.png
204.0	1	D-3rd	3.png
208.0	1	A-1st	7.png
212.0	1	A-2nd	1.png
216.0	1	C-1st	9.png
218.0	1	C-2nd	12.png
222.0	1	C-3rd	8.png
