onset	duration	trial_type	stim_file
0.0	1.0	A-1st	12.png
2.0	1.0	A-2nd	3.png
6.0	1.0	B-1st	8.png
8.0	1.0	B-2nd	4.png
12.0	1.0	B-3rd	10.png
18.0	1.0	D-1st	7.png
22.0	1.0	D-2nd	11.png
24.0	1.0	D-3rd	6.png
30.0	1.0	C-1st	2.png
34.0	1.0	C-2nd	1.png
36.0	1.0	C-3rd	9.png
38.0	1.0	D-1st	7.png
40.0	1.0	D-2nd	11.png
44.0	1.0	D-3rd	6.png
46.0	1.0	B-1st	8.png
50.0	1.0	B-2nd	4.png
56.0	1.0	A-1st	12.png
58.0	1.0	A-2nd	3.png
60.0	1.0	A-3rd	5.png
66.0	1.0	C-1st	2.png
72.0	1.0	C-2nd	1.png
76.0	1.0	C-3rd	9.png
80.0	1.0	A-1st	12.png
84.0	1.0	A-2nd	3.png
90.0	1.0	A-3rd	5.png
92.0	1.0	B-1st	8.png
98.0	1.0	B-2nd	4.png
108.0	1.0	D-1st	7.png
112.0	1.0	D-2nd	11.png
114.0	1.0	D-3rd	6.png
118.0	1.0	C-1st	2.png
124.0	1.0	C-2nd	1.png
126.0	1.0	C-3rd	9.png
128.0	1.0	D-1st	7.png
132.0	1.0	D-3rd	6.png
136.0	1.0	C-1st	2.png
138.0	1.0	C-2nd	1.png
140.0	1.0	C-3rd	9.png
142.0	1.0	A-1st	12.png
144.0	1.0	A-2nd	3.png
146.0	1.0	A-3rd	5.png
152.0	1.0	B-2nd	4.png
156.0	1.0	B-3rd	10.png
158.0	1.0	A-1st	12.png
164.0	1.0	A-2nd	3.png
166.0	1.0	A-3rd	5.png
168.0	1.0	C-1st	2.png
172.0	1.0	C-2nd	1.png
176.0	1.0	C-3rd	9.png
182.0	1.0	D-2nd	11.png
184.0	1.0	D-3rd	6.png
186.0	1.0	B-1st	8.png
190.0	1.0	B-2nd	4.png
194.0	1.0	B-3rd	10.png
196.0	1.0	A-1st	12.png
198.0	1.0	A-2nd	3.png
200.0	1.0	A-3rd	5.png
202.0	1.0	B-1st	8.png
204.0	1.0	B-2nd	4.png
210.0	1.0	B-3rd	10.png
214.0	1.0	D-2nd	11.png
216.0	1.0	D-3rd	6.png
218.0	1.0	C-1st	2.png
220.0	1.0	C-2nd	1.png
222.0	1.0	C-3rd	9.png
