onset	duration	trial_type	stim_file
1.0	1	D-1st	4.png
6.0	1	D-2nd	6.png
12.0	1	D-3rd	8.png
16.0	1	C-2nd	10.png
18.0	1	C-3rd	7.png
20.0	1	A-1st	2.png
22.0	1	A-2nd	5.png
26.0	1	A-3rd	1.png
28.0	1	B-1st	11.png
32.0	1	B-2nd	3.png
36.0	1	B-3rd	12.png
40.0	1	D-1st	4.png
42.0	1	D-2nd	6.png
44.0	1	D-3rd	8.png
52.0	1	C-2nd	10.png
54.0	1	C-3rd	7.png
58.0	1	B-1st	11.png
60.0	1	B-2nd	3.png
62.0	1	B-3rd	12.png
64.0	1	A-1st	2.png
66.0	1	A-2nd	5.png
68.0	1	A-3rd	1.png
70.0	1	C-1st	9.png
72.0	1	C-2nd	10.png
76.0	1	C-3rd	7.png
80.0	1	A-1st	2.png
84.0	1	A-2nd	5.png
88.0	1	D-1st	4.png
90.0	1	D-2nd	6.png
92.0	1	D-3rd	8.png
94.0	1	B-1st	11.png
102.0	1	B-3rd	12.png
106.0	1	D-1st	4.png
108.0	1	D-2nd	6.png
110.0	1	D-3rd	8.png
112.0	1	B-1st	11.png
118.0	1	B-2nd	3.png
122.0	1	B-3rd	12.png
126.0	1	A-1st	2.png
132.0	1	A-2nd	5.png
136.0	1	A-3rd	1.png
138.0	1	C-1st	9.png
140.0	1	C-2nd	10.png
146.0	1	C-3rd	7.png
150.0	1	A-2nd	5.png
154.0	1	A-3rd	1.png
156.0	1	C-1st	9.png
164.0	1	C-3rd	7.png
168.0	1	B-1st	11.png
172.0	1	B-2nd	3.png
176.0	1	B-3rd	12.png
178.0	1	D-1st	4.png
180.0	1	D-2nd	6.png
182.0	1	D-3rd	8.png
186.0	1	B-1st	11.png
188.0	1	B-2nd	3.png
192.0	1	D-1st	4.png
196.0	1	D-2nd	6.png
198.0	1	D-3rd	8.png
204.0	1	C-1st	9.png
210.0	1	C-2nd	10.png
212.0	1	C-3rd	7.png
214.0	1	A-1st	2.png
218.0	1	A-2nd	5.png
222.0	1	A-3rd	1.png
