onset	duration	trial_type	stim_file
1.0	1	A-1st	4.png
2.0	1	A-2nd	2.png
6.0	1	A-3rd	8.png
12.0	1	C-1st	11.png
14.0	1	C-2nd	1.png
18.0	1	C-3rd	3.png
22.0	1	B-1st	10.png
24.0	1	B-2nd	5.png
28.0	1	D-1st	6.png
32.0	1	D-2nd	9.png
36.0	1	D-3rd	7.png
40.0	1	C-1st	11.png
48.0	1	C-3rd	3.png
50.0	1	B-1st	10.png
52.0	1	B-2nd	5.png
54.0	1	B-3rd	12.png
58.0	1	D-1st	6.png
62.0	1	D-2nd	9.png
64.0	1	D-3rd	7.png
68.0	1	A-1st	4.png
70.0	1	A-2nd	2.png
72.0	1	A-3rd	8.png
74.0	1	B-1st	10.png
76.0	1	B-2nd	5.png
78.0	1	B-3rd	12.png
80.0	1	A-1st	4.png
86.0	1	A-3rd	8.png
88.0	1	C-1st	11.png
90.0	1	C-2nd	1.png
94.0	1	C-3rd	3.png
96.0	1	D-1st	6.png
100.0	1	D-2nd	9.png
110.0	1	B-1st	10.png
114.0	1	B-2nd	5.png
116.0	1	B-3rd	12.png
118.0	1	D-1st	6.png
120.0	1	D-2nd	9.png
122.0	1	D-3rd	7.png
126.0	1	C-1st	11.png
128.0	1	C-2nd	1.png
130.0	1	C-3rd	3.png
136.0	1	A-1st	4.png
142.0	1	A-2nd	2.png
144.0	1	A-3rd	8.png
150.0	1	C-2nd	1.png
152.0	1	C-3rd	3.png
158.0	1	A-1st	4.png
164.0	1	A-2nd	2.png
170.0	1	A-3rd	8.png
174.0	1	D-2nd	9.png
176.0	1	D-3rd	7.png
180.0	1	B-1st	10.png
184.0	1	B-2nd	5.png
186.0	1	B-3rd	12.png
188.0	1	D-1st	6.png
194.0	1	D-2nd	9.png
198.0	1	B-1st	10.png
200.0	1	B-2nd	5.png
206.0	1	B-3rd	12.png
210.0	1	C-1st	11.png
212.0	1	C-2nd	1.png
214.0	1	C-3rd	3.png
216.0	1	A-1st	4.png
218.0	1	A-2nd	2.png
222.0	1	A-3rd	8.png
