onset	duration	trial_type	stim_file
1.0	1	D-1st	6.png
4.0	1	D-2nd	9.png
10.0	1	D-3rd	7.png
16.0	1	A-1st	4.png
18.0	1	A-2nd	2.png
22.0	1	A-3rd	8.png
24.0	1	B-1st	10.png
26.0	1	B-2nd	5.png
28.0	1	B-3rd	12.png
30.0	1	C-1st	11.png
32.0	1	C-2nd	1.png
36.0	1	C-3rd	3.png
38.0	1	A-1st	4.png
40.0	1	A-2nd	2.png
42.0	1	A-3rd	8.png
44.0	1	B-1st	10.png
46.0	1	B-2nd	5.png
48.0	1	B-3rd	12.png
50.0	1	C-1st	11.png
56.0	1	C-2nd	1.png
60.0	1	C-3rd	3.png
66.0	1	D-1st	6.png
72.0	1	D-2nd	9.png
74.0	1	D-3rd	7.png
78.0	1	C-1st	11.png
80.0	1	C-2nd	1.png
82.0	1	C-3rd	3.png
84.0	1	B-1st	10.png
86.0	1	B-2nd	5.png
88.0	1	B-3rd	12.png
90.0	1	A-1st	4.png
92.0	1	A-2nd	2.png
94.0	1	A-3rd	8.png
96.0	1	D-1st	6.png
98.0	1	D-2nd	9.png
104.0	1	D-3rd	7.png
108.0	1	C-1st	11.png
112.0	1	C-2nd	1.png
116.0	1	C-3rd	3.png
118.0	1	D-1st	6.png
124.0	1	D-2nd	9.png
128.0	1	D-3rd	7.png
130.0	1	A-1st	4.png
132.0	1	A-2nd	2.png
136.0	1	A-3rd	8.png
138.0	1	B-1st	10.png
140.0	1	B-2nd	5.png
144.0	1	B-3rd	12.png
148.0	1	C-1st	11.png
150.0	1	C-2nd	1.png
152.0	1	C-3rd	3.png
158.0	1	B-1st	10.png
160.0	1	B-2nd	5.png
164.0	1	B-3rd	12.png
170.0	1	D-1st	6.png
174.0	1	D-2nd	9.png
176.0	1	D-3rd	7.png
178.0	1	A-1st	4.png
182.0	1	A-2nd	2.png
184.0	1	A-3rd	8.png
186.0	1	D-1st	6.png
188.0	1	D-2nd	9.png
192.0	1	D-3rd	7.png
194.0	1	A-1st	4.png
198.0	1	A-2nd	2.png
200.0	1	A-3rd	8.png
204.0	1	C-1st	11.png
208.0	1	C-2nd	1.png
210.0	1	C-3rd	3.png
214.0	1	B-1st	10.png
220.0	1	B-2nd	5.png
222.0	1	B-3rd	12.png
