onset	duration	trial_type	stim_file
0.0	1.0	D-1st	6.png
4.0	1.0	D-2nd	9.png
10.0	1.0	A-1st	4.png
16.0	1.0	A-2nd	2.png
18.0	1.0	A-3rd	8.png
20.0	1.0	C-1st	11.png
24.0	1.0	C-2nd	1.png
26.0	1.0	C-3rd	3.png
28.0	1.0	B-1st	10.png
34.0	1.0	B-2nd	5.png
38.0	1.0	B-3rd	12.png
42.0	1.0	D-1st	6.png
44.0	1.0	D-2nd	9.png
46.0	1.0	D-3rd	7.png
52.0	1.0	A-1st	4.png
58.0	1.0	A-2nd	2.png
60.0	1.0	A-3rd	8.png
64.0	1.0	B-2nd	5.png
68.0	1.0	B-3rd	12.png
70.0	1.0	C-1st	11.png
72.0	1.0	C-2nd	1.png
74.0	1.0	C-3rd	3.png
76.0	1.0	B-1st	10.png
84.0	1.0	B-3rd	12.png
86.0	1.0	C-1st	11.png
88.0	1.0	C-2nd	1.png
90.0	1.0	C-3rd	3.png
94.0	1.0	D-1st	6.png
96.0	1.0	D-2nd	9.png
102.0	1.0	D-3rd	7.png
104.0	1.0	A-1st	4.png
106.0	1.0	A-2nd	2.png
110.0	1.0	A-3rd	8.png
114.0	1.0	C-1st	11.png
118.0	1.0	C-3rd	3.png
120.0	1.0	B-1st	10.png
124.0	1.0	B-2nd	5.png
126.0	1.0	B-3rd	12.png
130.0	1.0	A-1st	4.png
132.0	1.0	A-2nd	2.png
134.0	1.0	A-3rd	8.png
136.0	1.0	D-1st	6.png
140.0	1.0	D-2nd	9.png
144.0	1.0	D-3rd	7.png
150.0	1.0	C-1st	11.png
156.0	1.0	C-2nd	1.png
158.0	1.0	C-3rd	3.png
166.0	1.0	A-2nd	2.png
168.0	1.0	A-3rd	8.png
176.0	1.0	D-2nd	9.png
180.0	1.0	D-3rd	7.png
186.0	1.0	B-1st	10.png
188.0	1.0	B-2nd	5.png
190.0	1.0	B-3rd	12.png
194.0	1.0	D-1st	6.png
196.0	1.0	D-2nd	9.png
198.0	1.0	D-3rd	7.png
200.0	1.0	C-1st	11.png
204.0	1.0	C-2nd	1.png
210.0	1.0	A-1st	4.png
214.0	1.0	A-2nd	2.png
216.0	1.0	A-3rd	8.png
218.0	1.0	B-1st	10.png
220.0	1.0	B-2nd	5.png
222.0	1.0	B-3rd	12.png
