onset	duration	trial_type	stim_file
1.0	1	D-1st	6.png
2.0	1	D-2nd	9.png
4.0	1	D-3rd	10.png
6.0	1	C-1st	8.png
8.0	1	C-2nd	3.png
10.0	1	C-3rd	7.png
12.0	1	B-1st	5.png
20.0	1	B-3rd	2.png
24.0	1	A-1st	1.png
26.0	1	A-2nd	11.png
28.0	1	A-3rd	12.png
30.0	1	C-1st	8.png
34.0	1	C-2nd	3.png
40.0	1	C-3rd	7.png
42.0	1	A-1st	1.png
44.0	1	A-2nd	11.png
48.0	1	A-3rd	12.png
56.0	1	B-2nd	4.png
58.0	1	B-3rd	2.png
66.0	1	D-2nd	9.png
68.0	1	D-3rd	10.png
70.0	1	B-1st	5.png
72.0	1	B-2nd	4.png
74.0	1	B-3rd	2.png
76.0	1	D-1st	6.png
78.0	1	D-2nd	9.png
82.0	1	D-3rd	10.png
86.0	1	A-1st	1.png
88.0	1	A-2nd	11.png
92.0	1	A-3rd	12.png
94.0	1	C-1st	8.png
96.0	1	C-2nd	3.png
98.0	1	C-3rd	7.png
100.0	1	A-1st	1.png
104.0	1	A-2nd	11.png
112.0	1	B-1st	5.png
118.0	1	B-2nd	4.png
122.0	1	B-3rd	2.png
126.0	1	C-1st	8.png
132.0	1	C-2nd	3.png
134.0	1	C-3rd	7.png
138.0	1	D-1st	6.png
140.0	1	D-2nd	9.png
144.0	1	D-3rd	10.png
146.0	1	A-1st	1.png
150.0	1	A-3rd	12.png
152.0	1	B-1st	5.png
156.0	1	B-2nd	4.png
162.0	1	B-3rd	2.png
164.0	1	C-1st	8.png
166.0	1	C-2nd	3.png
168.0	1	C-3rd	7.png
172.0	1	D-1st	6.png
176.0	1	D-2nd	9.png
178.0	1	D-3rd	10.png
180.0	1	A-1st	1.png
186.0	1	A-3rd	12.png
192.0	1	C-1st	8.png
198.0	1	C-2nd	3.png
200.0	1	C-3rd	7.png
202.0	1	D-1st	6.png
206.0	1	D-2nd	9.png
212.0	1	B-1st	5.png
218.0	1	B-2nd	4.png
222.0	1	B-3rd	2.png
