onset	duration	trial_type	stim_file
1.0	1	D-1st	7.png
2.0	1	D-2nd	11.png
4.0	1	D-3rd	2.png
8.0	1	B-1st	12.png
10.0	1	B-2nd	1.png
14.0	1	B-3rd	5.png
16.0	1	A-1st	6.png
20.0	1	A-2nd	4.png
24.0	1	A-3rd	10.png
30.0	1	C-2nd	3.png
36.0	1	C-3rd	8.png
38.0	1	B-1st	12.png
42.0	1	B-2nd	1.png
48.0	1	B-3rd	5.png
50.0	1	A-1st	6.png
52.0	1	A-2nd	4.png
54.0	1	A-3rd	10.png
60.0	1	D-2nd	11.png
64.0	1	D-3rd	2.png
66.0	1	C-1st	9.png
68.0	1	C-2nd	3.png
72.0	1	C-3rd	8.png
74.0	1	D-1st	7.png
76.0	1	D-2nd	11.png
78.0	1	D-3rd	2.png
80.0	1	B-1st	12.png
82.0	1	B-2nd	1.png
86.0	1	A-1st	6.png
90.0	1	A-3rd	10.png
92.0	1	C-1st	9.png
98.0	1	C-2nd	3.png
100.0	1	C-3rd	8.png
106.0	1	B-1st	12.png
110.0	1	B-2nd	1.png
116.0	1	B-3rd	5.png
118.0	1	A-1st	6.png
120.0	1	A-2nd	4.png
124.0	1	A-3rd	10.png
128.0	1	C-1st	9.png
138.0	1	C-3rd	8.png
140.0	1	D-1st	7.png
142.0	1	D-2nd	11.png
146.0	1	D-3rd	2.png
150.0	1	A-1st	6.png
152.0	1	A-2nd	4.png
154.0	1	A-3rd	10.png
158.0	1	D-1st	7.png
160.0	1	D-2nd	11.png
164.0	1	D-3rd	2.png
172.0	1	B-2nd	1.png
174.0	1	B-3rd	5.png
176.0	1	C-1st	9.png
180.0	1	C-2nd	3.png
184.0	1	C-3rd	8.png
188.0	1	D-1st	7.png
190.0	1	D-2nd	11.png
192.0	1	D-3rd	2.png
194.0	1	C-1st	9.png
202.0	1	C-3rd	8.png
204.0	1	A-1st	6.png
210.0	1	A-2nd	4.png
212.0	1	A-3rd	10.png
214.0	1	B-1st	12.png
220.0	1	B-2nd	1.png
222.0	1	B-3rd	5.png
