onset	duration	trial_type	stim_file
1.0	1	B-1st	12.png
4.0	1	B-2nd	1.png
6.0	1	B-3rd	5.png
10.0	1	D-1st	7.png
12.0	1	D-2nd	11.png
18.0	1	D-3rd	2.png
24.0	1	C-1st	9.png
30.0	1	C-2nd	3.png
36.0	1	C-3rd	8.png
40.0	1	A-1st	6.png
44.0	1	A-2nd	4.png
46.0	1	A-3rd	10.png
48.0	1	B-1st	12.png
50.0	1	B-2nd	1.png
52.0	1	B-3rd	5.png
54.0	1	C-1st	9.png
58.0	1	C-2nd	3.png
62.0	1	C-3rd	8.png
66.0	1	A-1st	6.png
68.0	1	A-2nd	4.png
70.0	1	A-3rd	10.png
72.0	1	D-1st	7.png
74.0	1	D-2nd	11.png
78.0	1	D-3rd	2.png
82.0	1	B-1st	12.png
86.0	1	B-2nd	1.png
90.0	1	B-3rd	5.png
92.0	1	C-1st	9.png
94.0	1	C-2nd	3.png
96.0	1	C-3rd	8.png
98.0	1	D-1st	7.png
100.0	1	D-2nd	11.png
104.0	1	D-3rd	2.png
106.0	1	A-1st	6.png
108.0	1	A-2nd	4.png
110.0	1	A-3rd	10.png
112.0	1	B-1st	12.png
114.0	1	B-2nd	1.png
120.0	1	B-3rd	5.png
122.0	1	A-1st	6.png
124.0	1	A-2nd	4.png
130.0	1	A-3rd	10.png
136.0	1	C-1st	9.png
142.0	1	C-2nd	3.png
144.0	1	C-3rd	8.png
146.0	1	D-1st	7.png
148.0	1	D-2nd	11.png
150.0	1	D-3rd	2.png
152.0	1	C-1st	9.png
156.0	1	C-2nd	3.png
160.0	1	C-3rd	8.png
162.0	1	D-1st	7.png
164.0	1	D-2nd	11.png
168.0	1	D-3rd	2.png
170.0	1	B-1st	12.png
172.0	1	B-2nd	1.png
174.0	1	B-3rd	5.png
176.0	1	A-1st	6.png
178.0	1	A-2nd	4.png
182.0	1	A-3rd	10.png
184.0	1	B-1st	12.png
186.0	1	B-2nd	1.png
192.0	1	B-3rd	5.png
196.0	1	D-1st	7.png
198.0	1	D-2nd	11.png
200.0	1	D-3rd	2.png
206.0	1	C-1st	9.png
210.0	1	C-2nd	3.png
214.0	1	C-3rd	8.png
216.0	1	A-1st	6.png
218.0	1	A-2nd	4.png
222.0	1	A-3rd	10.png
