onset	duration	trial_type	stim_file
0.0	1.0	D-1st	7.png
2.0	1.0	D-2nd	11.png
6.0	1.0	D-3rd	2.png
10.0	1.0	B-1st	12.png
12.0	1.0	B-2nd	1.png
14.0	1.0	B-3rd	5.png
16.0	1.0	A-1st	6.png
20.0	1.0	A-2nd	4.png
24.0	1.0	A-3rd	10.png
26.0	1.0	C-1st	9.png
32.0	1.0	C-3rd	8.png
34.0	1.0	A-1st	6.png
36.0	1.0	A-2nd	4.png
42.0	1.0	A-3rd	10.png
48.0	1.0	B-2nd	1.png
50.0	1.0	B-3rd	5.png
54.0	1.0	D-1st	7.png
56.0	1.0	D-2nd	11.png
60.0	1.0	D-3rd	2.png
64.0	1.0	C-1st	9.png
66.0	1.0	C-2nd	3.png
72.0	1.0	C-3rd	8.png
74.0	1.0	B-1st	12.png
80.0	1.0	B-2nd	1.png
90.0	1.0	D-1st	7.png
92.0	1.0	D-2nd	11.png
94.0	1.0	D-3rd	2.png
98.0	1.0	A-1st	6.png
100.0	1.0	A-2nd	4.png
102.0	1.0	A-3rd	10.png
104.0	1.0	C-1st	9.png
114.0	1.0	C-3rd	8.png
116.0	1.0	D-1st	7.png
118.0	1.0	D-2nd	11.png
122.0	1.0	D-3rd	2.png
124.0	1.0	B-1st	12.png
126.0	1.0	B-2nd	1.png
132.0	1.0	B-3rd	5.png
138.0	1.0	A-1st	6.png
140.0	1.0	A-2nd	4.png
142.0	1.0	A-3rd	10.png
146.0	1.0	C-1st	9.png
150.0	1.0	C-2nd	3.png
158.0	1.0	A-1st	6.png
160.0	1.0	A-2nd	4.png
166.0	1.0	A-3rd	10.png
168.0	1.0	C-1st	9.png
170.0	1.0	C-2nd	3.png
174.0	1.0	C-3rd	8.png
176.0	1.0	B-1st	12.png
178.0	1.0	B-2nd	1.png
182.0	1.0	B-3rd	5.png
184.0	1.0	D-1st	7.png
186.0	1.0	D-2nd	11.png
190.0	1.0	D-3rd	2.png
192.0	1.0	C-1st	9.png
202.0	1.0	C-3rd	8.png
204.0	1.0	A-1st	6.png
208.0	1.0	A-2nd	4.png
210.0	1.0	A-3rd	10.png
212.0	1.0	D-1st	7.png
214.0	1.0	D-2nd	11.png
216.0	1.0	D-3rd	2.png
220.0	1.0	B-2nd	1.png
222.0	1.0	B-3rd	5.png
