onset	duration	trial_type	stim_file
0.0	1	D-3rd	2.png
2.0	1	C-1st	9.png
8.0	1	C-3rd	8.png
10.0	1	B-3rd	5.png
12.0	1	A-2nd	4.png
14.0	1	A-3rd	10.png
18.0	1	B-2nd	1.png
22.0	1	A-1st	6.png
24.0	1	D-2nd	11.png
30.0	1	C-2nd	3.png
36.0	1	B-1st	12.png
38.0	1	D-1st	7.png
40.0	1	C-1st	9.png
44.0	1	C-2nd	3.png
46.0	1	D-2nd	11.png
50.0	1	A-2nd	4.png
52.0	1	C-3rd	8.png
54.0	1	B-3rd	5.png
58.0	1	D-1st	7.png
62.0	1	A-3rd	10.png
66.0	1	A-1st	6.png
72.0	1	D-3rd	2.png
74.0	1	B-2nd	1.png
76.0	1	B-1st	12.png
78.0	1	D-2nd	11.png
82.0	1	D-3rd	2.png
84.0	1	B-2nd	1.png
88.0	1	A-1st	6.png
90.0	1	C-3rd	8.png
92.0	1	B-3rd	5.png
94.0	1	D-1st	7.png
100.0	1	C-2nd	3.png
104.0	1	A-2nd	4.png
106.0	1	A-3rd	10.png
108.0	1	B-1st	12.png
110.0	1	C-1st	9.png
