onset	duration	trial_type	stim_file
0.0	1.0	C-1st	9.png
2.0	1.0	C-2nd	3.png
4.0	1.0	C-3rd	8.png
6.0	1.0	A-1st	6.png
16.0	1.0	A-3rd	10.png
20.0	1.0	D-1st	7.png
26.0	1.0	D-2nd	11.png
28.0	1.0	D-3rd	2.png
30.0	1.0	B-1st	12.png
32.0	1.0	B-2nd	1.png
34.0	1.0	B-3rd	5.png
36.0	1.0	D-1st	7.png
40.0	1.0	D-2nd	11.png
42.0	1.0	D-3rd	2.png
46.0	1.0	A-1st	6.png
52.0	1.0	A-3rd	10.png
54.0	1.0	B-1st	12.png
56.0	1.0	B-2nd	1.png
62.0	1.0	B-3rd	5.png
64.0	1.0	C-1st	9.png
66.0	1.0	C-2nd	3.png
68.0	1.0	C-3rd	8.png
74.0	1.0	B-2nd	1.png
76.0	1.0	B-3rd	5.png
80.0	1.0	D-1st	7.png
82.0	1.0	D-2nd	11.png
88.0	1.0	D-3rd	2.png
90.0	1.0	C-1st	9.png
94.0	1.0	C-2nd	3.png
98.0	1.0	C-3rd	8.png
102.0	1.0	A-1st	6.png
106.0	1.0	A-2nd	4.png
110.0	1.0	A-3rd	10.png
112.0	1.0	C-1st	9.png
116.0	1.0	C-2nd	3.png
118.0	1.0	C-3rd	8.png
122.0	1.0	A-1st	6.png
134.0	1.0	A-3rd	10.png
138.0	1.0	D-1st	7.png
144.0	1.0	D-2nd	11.png
146.0	1.0	D-3rd	2.png
148.0	1.0	B-1st	12.png
150.0	1.0	B-2nd	1.png
158.0	1.0	C-1st	9.png
160.0	1.0	C-2nd	3.png
166.0	1.0	C-3rd	8.png
168.0	1.0	D-1st	7.png
172.0	1.0	D-2nd	11.png
174.0	1.0	D-3rd	2.png
176.0	1.0	A-1st	6.png
178.0	1.0	A-2nd	4.png
180.0	1.0	A-3rd	10.png
190.0	1.0	B-2nd	1.png
196.0	1.0	B-3rd	5.png
198.0	1.0	A-1st	6.png
200.0	1.0	A-2nd	4.png
202.0	1.0	A-3rd	10.png
204.0	1.0	C-1st	9.png
206.0	1.0	C-2nd	3.png
208.0	1.0	C-3rd	8.png
212.0	1.0	B-1st	12.png
214.0	1.0	B-2nd	1.png
218.0	1.0	D-1st	7.png
220.0	1.0	D-2nd	11.png
222.0	1.0	D-3rd	2.png
