onset	duration	trial_type	stim_file
0.0	1	D-1st	9.png
2.0	1	D-2nd	10.png
4.0	1	D-3rd	7.png
10.0	1	C-1st	11.png
14.0	1	C-2nd	8.png
16.0	1	C-3rd	12.png
20.0	1	A-1st	5.png
26.0	1	A-2nd	1.png
30.0	1	A-3rd	3.png
36.0	1	B-1st	2.png
38.0	1	B-2nd	6.png
42.0	1	B-3rd	4.png
44.0	1	A-1st	5.png
46.0	1	A-2nd	1.png
48.0	1	A-3rd	3.png
52.0	1	B-1st	2.png
54.0	1	B-2nd	6.png
56.0	1	B-3rd	4.png
60.0	1	C-1st	11.png
62.0	1	C-2nd	8.png
66.0	1	C-3rd	12.png
70.0	1	D-1st	9.png
72.0	1	D-2nd	10.png
78.0	1	D-3rd	7.png
80.0	1	B-1st	2.png
82.0	1	B-2nd	6.png
84.0	1	B-3rd	4.png
86.0	1	D-1st	9.png
88.0	1	D-2nd	10.png
94.0	1	D-3rd	7.png
98.0	1	A-1st	5.png
100.0	1	A-2nd	1.png
104.0	1	A-3rd	3.png
106.0	1	C-1st	11.png
110.0	1	C-2nd	8.png
116.0	1	C-3rd	12.png
118.0	1	A-1st	5.png
120.0	1	A-2nd	1.png
124.0	1	A-3rd	3.png
126.0	1	B-1st	2.png
128.0	1	B-2nd	6.png
130.0	1	B-3rd	4.png
132.0	1	C-1st	11.png
134.0	1	C-2nd	8.png
136.0	1	C-3rd	12.png
138.0	1	D-1st	9.png
140.0	1	D-2nd	10.png
144.0	1	D-3rd	7.png
148.0	1	B-1st	2.png
150.0	1	B-2nd	6.png
152.0	1	B-3rd	4.png
156.0	1	D-1st	9.png
160.0	1	D-2nd	10.png
162.0	1	D-3rd	7.png
168.0	1	A-1st	5.png
170.0	1	A-2nd	1.png
174.0	1	A-3rd	3.png
176.0	1	C-1st	11.png
178.0	1	C-2nd	8.png
184.0	1	C-3rd	12.png
188.0	1	D-1st	9.png
194.0	1	D-2nd	10.png
196.0	1	D-3rd	7.png
200.0	1	C-1st	11.png
206.0	1	C-2nd	8.png
210.0	1	C-3rd	12.png
212.0	1	A-1st	5.png
214.0	1	A-2nd	1.png
216.0	1	A-3rd	3.png
218.0	1	B-1st	2.png
220.0	1	B-2nd	6.png
222.0	1	B-3rd	4.png
