onset	duration	trial_type	stim_file
1.0	1	C-1st	10.png
2.0	1	C-2nd	7.png
6.0	1	C-3rd	2.png
10.0	1	A-1st	5.png
14.0	1	A-2nd	4.png
16.0	1	A-3rd	1.png
20.0	1	B-2nd	6.png
22.0	1	B-3rd	11.png
26.0	1	D-1st	12.png
28.0	1	D-2nd	9.png
30.0	1	D-3rd	3.png
38.0	1	C-2nd	7.png
42.0	1	C-3rd	2.png
46.0	1	A-1st	5.png
52.0	1	A-2nd	4.png
54.0	1	A-3rd	1.png
56.0	1	D-1st	12.png
60.0	1	D-2nd	9.png
66.0	1	D-3rd	3.png
68.0	1	B-1st	8.png
70.0	1	B-2nd	6.png
72.0	1	B-3rd	11.png
74.0	1	C-1st	10.png
78.0	1	C-2nd	7.png
82.0	1	D-1st	12.png
84.0	1	D-2nd	9.png
86.0	1	D-3rd	3.png
88.0	1	A-1st	5.png
90.0	1	A-2nd	4.png
100.0	1	B-1st	8.png
102.0	1	B-2nd	6.png
104.0	1	B-3rd	11.png
106.0	1	C-1st	10.png
112.0	1	C-2nd	7.png
116.0	1	C-3rd	2.png
118.0	1	D-1st	12.png
124.0	1	D-2nd	9.png
126.0	1	D-3rd	3.png
130.0	1	B-2nd	6.png
134.0	1	B-3rd	11.png
136.0	1	A-1st	5.png
138.0	1	A-2nd	4.png
142.0	1	A-3rd	1.png
148.0	1	C-1st	10.png
150.0	1	C-2nd	7.png
154.0	1	C-3rd	2.png
158.0	1	A-1st	5.png
160.0	1	A-2nd	4.png
162.0	1	A-3rd	1.png
166.0	1	D-1st	12.png
170.0	1	D-2nd	9.png
172.0	1	D-3rd	3.png
176.0	1	B-1st	8.png
178.0	1	B-2nd	6.png
180.0	1	B-3rd	11.png
182.0	1	D-1st	12.png
192.0	1	D-3rd	3.png
194.0	1	C-1st	10.png
200.0	1	C-2nd	7.png
202.0	1	C-3rd	2.png
206.0	1	A-1st	5.png
208.0	1	A-2nd	4.png
212.0	1	A-3rd	1.png
218.0	1	B-1st	8.png
220.0	1	B-2nd	6.png
