onset	duration	trial_type	stim_file
0.0	1.0	A-1st	5.png
4.0	1.0	A-2nd	4.png
8.0	1.0	A-3rd	1.png
10.0	1.0	D-1st	12.png
16.0	1.0	D-2nd	9.png
26.0	1.0	B-1st	8.png
28.0	1.0	B-2nd	6.png
30.0	1.0	B-3rd	11.png
34.0	1.0	C-1st	10.png
36.0	1.0	C-2nd	7.png
38.0	1.0	C-3rd	2.png
40.0	1.0	B-1st	8.png
42.0	1.0	B-2nd	6.png
50.0	1.0	C-1st	10.png
54.0	1.0	C-2nd	7.png
60.0	1.0	C-3rd	2.png
62.0	1.0	A-1st	5.png
64.0	1.0	A-2nd	4.png
68.0	1.0	A-3rd	1.png
72.0	1.0	D-1st	12.png
74.0	1.0	D-2nd	9.png
80.0	1.0	D-3rd	3.png
82.0	1.0	A-1st	5.png
86.0	1.0	A-3rd	1.png
88.0	1.0	B-1st	8.png
94.0	1.0	B-2nd	6.png
98.0	1.0	B-3rd	11.png
100.0	1.0	C-1st	10.png
102.0	1.0	C-2nd	7.png
104.0	1.0	C-3rd	2.png
112.0	1.0	D-2nd	9.png
114.0	1.0	D-3rd	3.png
116.0	1.0	B-1st	8.png
120.0	1.0	B-2nd	6.png
122.0	1.0	B-3rd	11.png
126.0	1.0	D-1st	12.png
130.0	1.0	D-2nd	9.png
132.0	1.0	D-3rd	3.png
134.0	1.0	A-1st	5.png
138.0	1.0	A-2nd	4.png
140.0	1.0	A-3rd	1.png
142.0	1.0	C-1st	10.png
144.0	1.0	C-2nd	7.png
148.0	1.0	C-3rd	2.png
150.0	1.0	B-1st	8.png
156.0	1.0	B-3rd	11.png
158.0	1.0	C-1st	10.png
164.0	1.0	C-2nd	7.png
170.0	1.0	C-3rd	2.png
172.0	1.0	D-1st	12.png
174.0	1.0	D-2nd	9.png
176.0	1.0	D-3rd	3.png
182.0	1.0	A-1st	5.png
184.0	1.0	A-2nd	4.png
188.0	1.0	C-1st	10.png
190.0	1.0	C-2nd	7.png
192.0	1.0	C-3rd	2.png
196.0	1.0	D-1st	12.png
200.0	1.0	D-2nd	9.png
202.0	1.0	D-3rd	3.png
208.0	1.0	A-1st	5.png
210.0	1.0	A-2nd	4.png
214.0	1.0	A-3rd	1.png
220.0	1.0	B-2nd	6.png
222.0	1.0	B-3rd	11.png
