onset	duration	trial_type	stim_file
1.0	1	C-1st	10.png
2.0	1	C-2nd	7.png
6.0	1	C-3rd	2.png
12.0	1	A-1st	5.png
22.0	1	A-3rd	1.png
26.0	1	B-1st	8.png
28.0	1	B-2nd	6.png
30.0	1	B-3rd	11.png
36.0	1	D-1st	12.png
40.0	1	D-2nd	9.png
42.0	1	D-3rd	3.png
46.0	1	B-1st	8.png
48.0	1	B-2nd	6.png
54.0	1	B-3rd	11.png
58.0	1	C-1st	10.png
62.0	1	C-2nd	7.png
64.0	1	C-3rd	2.png
70.0	1	D-2nd	9.png
72.0	1	D-3rd	3.png
74.0	1	A-1st	5.png
76.0	1	A-2nd	4.png
78.0	1	A-3rd	1.png
82.0	1	C-1st	10.png
86.0	1	C-2nd	7.png
88.0	1	C-3rd	2.png
96.0	1	D-2nd	9.png
100.0	1	D-3rd	3.png
102.0	1	B-1st	8.png
104.0	1	B-2nd	6.png
110.0	1	A-1st	5.png
112.0	1	A-2nd	4.png
118.0	1	A-3rd	1.png
120.0	1	D-1st	12.png
122.0	1	D-2nd	9.png
124.0	1	D-3rd	3.png
126.0	1	A-1st	5.png
128.0	1	A-2nd	4.png
134.0	1	A-3rd	1.png
136.0	1	B-1st	8.png
144.0	1	B-3rd	11.png
150.0	1	C-1st	10.png
152.0	1	C-2nd	7.png
158.0	1	C-3rd	2.png
160.0	1	A-1st	5.png
162.0	1	A-2nd	4.png
164.0	1	A-3rd	1.png
166.0	1	B-1st	8.png
168.0	1	B-2nd	6.png
172.0	1	B-3rd	11.png
174.0	1	D-1st	12.png
178.0	1	D-2nd	9.png
182.0	1	D-3rd	3.png
184.0	1	C-1st	10.png
186.0	1	C-2nd	7.png
188.0	1	C-3rd	2.png
190.0	1	A-1st	5.png
196.0	1	A-3rd	1.png
198.0	1	D-1st	12.png
200.0	1	D-2nd	9.png
206.0	1	B-1st	8.png
212.0	1	B-2nd	6.png
214.0	1	B-3rd	11.png
218.0	1	C-1st	10.png
220.0	1	C-2nd	7.png
222.0	1	C-3rd	2.png
