onset	duration	trial_type	stim_file
0.0	1.0	B-1st	8.png
2.0	1.0	B-2nd	6.png
6.0	1.0	C-1st	10.png
12.0	1.0	C-2nd	7.png
14.0	1.0	C-3rd	2.png
20.0	1.0	A-1st	5.png
24.0	1.0	A-2nd	4.png
26.0	1.0	A-3rd	1.png
32.0	1.0	D-1st	12.png
38.0	1.0	D-2nd	9.png
40.0	1.0	D-3rd	3.png
42.0	1.0	C-1st	10.png
44.0	1.0	C-2nd	7.png
46.0	1.0	C-3rd	2.png
50.0	1.0	B-1st	8.png
52.0	1.0	B-2nd	6.png
58.0	1.0	D-1st	12.png
60.0	1.0	D-2nd	9.png
62.0	1.0	D-3rd	3.png
64.0	1.0	A-1st	5.png
66.0	1.0	A-2nd	4.png
68.0	1.0	A-3rd	1.png
72.0	1.0	B-1st	8.png
74.0	1.0	B-2nd	6.png
78.0	1.0	B-3rd	11.png
84.0	1.0	C-1st	10.png
88.0	1.0	C-2nd	7.png
90.0	1.0	C-3rd	2.png
96.0	1.0	D-2nd	9.png
102.0	1.0	D-3rd	3.png
108.0	1.0	A-2nd	4.png
110.0	1.0	A-3rd	1.png
114.0	1.0	B-1st	8.png
118.0	1.0	B-2nd	6.png
120.0	1.0	B-3rd	11.png
126.0	1.0	D-1st	12.png
132.0	1.0	D-2nd	9.png
134.0	1.0	D-3rd	3.png
138.0	1.0	C-1st	10.png
142.0	1.0	C-2nd	7.png
150.0	1.0	A-1st	5.png
154.0	1.0	A-2nd	4.png
156.0	1.0	A-3rd	1.png
158.0	1.0	B-1st	8.png
162.0	1.0	B-2nd	6.png
164.0	1.0	B-3rd	11.png
166.0	1.0	D-1st	12.png
170.0	1.0	D-2nd	9.png
172.0	1.0	D-3rd	3.png
174.0	1.0	A-1st	5.png
176.0	1.0	A-2nd	4.png
180.0	1.0	C-1st	10.png
184.0	1.0	C-2nd	7.png
186.0	1.0	C-3rd	2.png
190.0	1.0	A-1st	5.png
192.0	1.0	A-2nd	4.png
194.0	1.0	A-3rd	1.png
196.0	1.0	C-1st	10.png
198.0	1.0	C-2nd	7.png
202.0	1.0	C-3rd	2.png
210.0	1.0	D-2nd	9.png
216.0	1.0	D-3rd	3.png
218.0	1.0	B-1st	8.png
220.0	1.0	B-2nd	6.png
222.0	1.0	B-3rd	11.png
