onset	duration	trial_type	stim_file
1.0	1	C-1st	10.png
4.0	1	D-1st	12.png
6.0	1	B-2nd	6.png
10.0	1	C-3rd	2.png
14.0	1	D-2nd	9.png
16.0	1	B-3rd	11.png
20.0	1	A-1st	5.png
24.0	1	D-3rd	3.png
26.0	1	B-1st	8.png
28.0	1	A-2nd	4.png
34.0	1	A-3rd	1.png
36.0	1	D-1st	12.png
38.0	1	A-1st	5.png
40.0	1	C-2nd	7.png
42.0	1	C-1st	10.png
46.0	1	B-3rd	11.png
50.0	1	D-3rd	3.png
54.0	1	A-2nd	4.png
60.0	1	B-2nd	6.png
62.0	1	D-2nd	9.png
64.0	1	B-1st	8.png
66.0	1	A-3rd	1.png
70.0	1	C-3rd	2.png
76.0	1	D-3rd	3.png
78.0	1	C-3rd	2.png
80.0	1	A-2nd	4.png
82.0	1	A-1st	5.png
88.0	1	B-1st	8.png
94.0	1	C-1st	10.png
104.0	1	B-3rd	11.png
106.0	1	A-3rd	1.png
108.0	1	C-2nd	7.png
110.0	1	D-2nd	9.png
