onset	duration	trial_type	stim_file
1.0	1	A-1st	7.png
2.0	1	A-2nd	8.png
6.0	1	A-3rd	9.png
8.0	1	B-1st	1.png
10.0	1	B-2nd	5.png
12.0	1	B-3rd	4.png
14.0	1	D-1st	3.png
20.0	1	D-2nd	2.png
24.0	1	D-3rd	12.png
30.0	1	C-1st	10.png
32.0	1	C-2nd	6.png
34.0	1	C-3rd	11.png
36.0	1	A-1st	7.png
40.0	1	A-2nd	8.png
44.0	1	A-3rd	9.png
46.0	1	D-1st	3.png
48.0	1	D-2nd	2.png
50.0	1	D-3rd	12.png
56.0	1	B-1st	1.png
58.0	1	B-2nd	5.png
62.0	1	B-3rd	4.png
64.0	1	C-1st	10.png
66.0	1	C-2nd	6.png
72.0	1	C-3rd	11.png
74.0	1	A-1st	7.png
78.0	1	A-2nd	8.png
82.0	1	A-3rd	9.png
84.0	1	B-1st	1.png
88.0	1	B-2nd	5.png
90.0	1	B-3rd	4.png
92.0	1	C-1st	10.png
94.0	1	C-2nd	6.png
98.0	1	C-3rd	11.png
100.0	1	D-1st	3.png
102.0	1	D-2nd	2.png
108.0	1	D-3rd	12.png
110.0	1	C-1st	10.png
112.0	1	C-2nd	6.png
114.0	1	C-3rd	11.png
116.0	1	D-1st	3.png
118.0	1	D-2nd	2.png
122.0	1	D-3rd	12.png
124.0	1	B-1st	1.png
130.0	1	B-2nd	5.png
132.0	1	B-3rd	4.png
136.0	1	A-1st	7.png
140.0	1	A-2nd	8.png
146.0	1	A-3rd	9.png
150.0	1	D-1st	3.png
152.0	1	D-2nd	2.png
154.0	1	D-3rd	12.png
156.0	1	C-1st	10.png
162.0	1	C-2nd	6.png
166.0	1	C-3rd	11.png
172.0	1	A-1st	7.png
176.0	1	A-2nd	8.png
180.0	1	A-3rd	9.png
184.0	1	B-1st	1.png
186.0	1	B-2nd	5.png
188.0	1	B-3rd	4.png
190.0	1	A-1st	7.png
192.0	1	A-2nd	8.png
196.0	1	A-3rd	9.png
198.0	1	B-1st	1.png
202.0	1	B-2nd	5.png
206.0	1	B-3rd	4.png
212.0	1	C-1st	10.png
214.0	1	C-2nd	6.png
216.0	1	C-3rd	11.png
218.0	1	D-1st	3.png
220.0	1	D-2nd	2.png
222.0	1	D-3rd	12.png
