onset	duration	trial_type	stim_file
0.0	1	B-1st	1.png
4.0	1	B-2nd	5.png
8.0	1	B-3rd	4.png
10.0	1	A-1st	7.png
16.0	1	A-2nd	8.png
18.0	1	A-3rd	9.png
22.0	1	C-1st	10.png
32.0	1	C-3rd	11.png
36.0	1	D-1st	3.png
38.0	1	D-2nd	2.png
40.0	1	D-3rd	12.png
46.0	1	C-1st	10.png
48.0	1	C-2nd	6.png
50.0	1	C-3rd	11.png
52.0	1	B-1st	1.png
56.0	1	B-2nd	5.png
62.0	1	A-1st	7.png
66.0	1	A-2nd	8.png
68.0	1	A-3rd	9.png
70.0	1	D-1st	3.png
72.0	1	D-2nd	2.png
76.0	1	D-3rd	12.png
82.0	1	B-1st	1.png
84.0	1	B-2nd	5.png
86.0	1	B-3rd	4.png
88.0	1	D-1st	3.png
90.0	1	D-2nd	2.png
94.0	1	A-1st	7.png
96.0	1	A-2nd	8.png
100.0	1	A-3rd	9.png
102.0	1	C-1st	10.png
104.0	1	C-2nd	6.png
106.0	1	C-3rd	11.png
110.0	1	B-1st	1.png
112.0	1	B-2nd	5.png
118.0	1	A-1st	7.png
124.0	1	A-2nd	8.png
126.0	1	A-3rd	9.png
130.0	1	C-1st	10.png
134.0	1	C-2nd	6.png
136.0	1	C-3rd	11.png
138.0	1	D-1st	3.png
146.0	1	D-3rd	12.png
148.0	1	B-1st	1.png
154.0	1	B-2nd	5.png
160.0	1	B-3rd	4.png
162.0	1	A-1st	7.png
164.0	1	A-2nd	8.png
168.0	1	A-3rd	9.png
174.0	1	D-1st	3.png
176.0	1	D-2nd	2.png
180.0	1	C-1st	10.png
182.0	1	C-2nd	6.png
184.0	1	C-3rd	11.png
188.0	1	A-1st	7.png
194.0	1	A-2nd	8.png
196.0	1	A-3rd	9.png
198.0	1	C-1st	10.png
202.0	1	C-2nd	6.png
204.0	1	C-3rd	11.png
208.0	1	B-1st	1.png
210.0	1	B-2nd	5.png
212.0	1	B-3rd	4.png
214.0	1	D-1st	3.png
216.0	1	D-2nd	2.png
