onset	duration	trial_type	stim_file
0.0	1.0	D-3rd	12.png
2.0	1.0	C-2nd	8.png
4.0	1.0	A-1st	11.png
6.0	1.0	C-1st	2.png
10.0	1.0	A-2nd	10.png
12.0	1.0	B-2nd	4.png
20.0	1.0	C-3rd	9.png
22.0	1.0	B-3rd	5.png
28.0	1.0	B-1st	3.png
30.0	1.0	D-2nd	6.png
34.0	1.0	A-3rd	1.png
36.0	1.0	C-2nd	8.png
40.0	1.0	B-2nd	4.png
44.0	1.0	C-3rd	9.png
46.0	1.0	B-1st	3.png
50.0	1.0	A-3rd	1.png
54.0	1.0	B-3rd	5.png
62.0	1.0	D-2nd	6.png
66.0	1.0	C-1st	2.png
68.0	1.0	D-1st	7.png
72.0	1.0	D-3rd	12.png
74.0	1.0	A-2nd	10.png
76.0	1.0	A-3rd	1.png
82.0	1.0	B-1st	3.png
86.0	1.0	B-3rd	5.png
90.0	1.0	B-2nd	4.png
92.0	1.0	D-1st	7.png
94.0	1.0	D-3rd	12.png
98.0	1.0	C-2nd	8.png
100.0	1.0	D-2nd	6.png
106.0	1.0	C-1st	2.png
108.0	1.0	A-1st	11.png
110.0	1.0	A-2nd	10.png
