onset	duration	trial_type	stim_file
1.0	1	B-1st	5.png
6.0	1	B-3rd	12.png
8.0	1	A-1st	4.png
10.0	1	A-2nd	1.png
16.0	1	A-3rd	6.png
18.0	1	D-1st	2.png
20.0	1	D-2nd	10.png
22.0	1	D-3rd	8.png
24.0	1	C-1st	11.png
26.0	1	C-2nd	3.png
30.0	1	C-3rd	9.png
34.0	1	D-2nd	10.png
40.0	1	D-3rd	8.png
44.0	1	C-1st	11.png
50.0	1	C-2nd	3.png
52.0	1	C-3rd	9.png
56.0	1	B-1st	5.png
58.0	1	B-2nd	7.png
62.0	1	B-3rd	12.png
66.0	1	A-1st	4.png
68.0	1	A-2nd	1.png
70.0	1	A-3rd	6.png
74.0	1	B-1st	5.png
76.0	1	B-2nd	7.png
78.0	1	B-3rd	12.png
82.0	1	C-1st	11.png
84.0	1	C-2nd	3.png
90.0	1	C-3rd	9.png
96.0	1	D-2nd	10.png
98.0	1	D-3rd	8.png
102.0	1	A-1st	4.png
108.0	1	A-3rd	6.png
114.0	1	B-1st	5.png
118.0	1	B-2nd	7.png
120.0	1	B-3rd	12.png
126.0	1	D-1st	2.png
128.0	1	D-2nd	10.png
132.0	1	D-3rd	8.png
134.0	1	C-1st	11.png
136.0	1	C-2nd	3.png
138.0	1	C-3rd	9.png
140.0	1	A-1st	4.png
144.0	1	A-2nd	1.png
152.0	1	C-1st	11.png
154.0	1	C-2nd	3.png
158.0	1	C-3rd	9.png
160.0	1	B-1st	5.png
162.0	1	B-2nd	7.png
168.0	1	B-3rd	12.png
170.0	1	D-1st	2.png
174.0	1	D-2nd	10.png
178.0	1	D-3rd	8.png
184.0	1	A-1st	4.png
188.0	1	A-2nd	1.png
190.0	1	A-3rd	6.png
194.0	1	D-2nd	10.png
196.0	1	D-3rd	8.png
202.0	1	C-1st	11.png
206.0	1	C-2nd	3.png
208.0	1	C-3rd	9.png
210.0	1	B-1st	5.png
212.0	1	B-2nd	7.png
214.0	1	B-3rd	12.png
216.0	1	A-1st	4.png
222.0	1	A-3rd	6.png
