onset	duration	trial_type	stim_file
1.0	1	C-1st	11.png
2.0	1	C-2nd	3.png
8.0	1	C-3rd	9.png
10.0	1	A-1st	4.png
14.0	1	A-2nd	1.png
18.0	1	D-1st	2.png
24.0	1	D-2nd	10.png
26.0	1	D-3rd	8.png
28.0	1	B-1st	5.png
30.0	1	B-2nd	7.png
32.0	1	B-3rd	12.png
34.0	1	C-1st	11.png
40.0	1	C-3rd	9.png
44.0	1	A-1st	4.png
46.0	1	A-2nd	1.png
48.0	1	A-3rd	6.png
50.0	1	B-1st	5.png
54.0	1	B-2nd	7.png
58.0	1	B-3rd	12.png
60.0	1	D-1st	2.png
64.0	1	D-2nd	10.png
70.0	1	D-3rd	8.png
72.0	1	A-1st	4.png
74.0	1	A-2nd	1.png
82.0	1	D-1st	2.png
88.0	1	D-2nd	10.png
90.0	1	D-3rd	8.png
94.0	1	B-1st	5.png
96.0	1	B-2nd	7.png
102.0	1	B-3rd	12.png
106.0	1	C-1st	11.png
108.0	1	C-2nd	3.png
112.0	1	C-3rd	9.png
114.0	1	A-1st	4.png
120.0	1	A-2nd	1.png
122.0	1	A-3rd	6.png
124.0	1	C-1st	11.png
126.0	1	C-2nd	3.png
130.0	1	D-1st	2.png
136.0	1	D-2nd	10.png
140.0	1	D-3rd	8.png
144.0	1	B-1st	5.png
146.0	1	B-2nd	7.png
150.0	1	B-3rd	12.png
152.0	1	C-1st	11.png
154.0	1	C-2nd	3.png
160.0	1	D-1st	2.png
162.0	1	D-2nd	10.png
164.0	1	D-3rd	8.png
168.0	1	B-1st	5.png
172.0	1	B-3rd	12.png
174.0	1	A-1st	4.png
178.0	1	A-2nd	1.png
184.0	1	A-3rd	6.png
186.0	1	C-1st	11.png
190.0	1	C-2nd	3.png
196.0	1	C-3rd	9.png
200.0	1	A-1st	4.png
202.0	1	A-2nd	1.png
204.0	1	A-3rd	6.png
206.0	1	D-1st	2.png
212.0	1	D-2nd	10.png
216.0	1	B-1st	5.png
220.0	1	B-2nd	7.png
222.0	1	B-3rd	12.png
