onset	duration	trial_type	stim_file
0.0	1	D-1st	4.png
6.0	1	D-2nd	6.png
10.0	1	D-3rd	3.png
12.0	1	B-1st	8.png
14.0	1	B-2nd	7.png
18.0	1	B-3rd	1.png
22.0	1	A-1st	11.png
24.0	1	A-2nd	12.png
30.0	1	C-1st	10.png
32.0	1	C-2nd	2.png
38.0	1	C-3rd	5.png
44.0	1	B-1st	8.png
46.0	1	B-2nd	7.png
50.0	1	B-3rd	1.png
52.0	1	D-1st	4.png
56.0	1	D-2nd	6.png
58.0	1	D-3rd	3.png
62.0	1	A-2nd	12.png
64.0	1	A-3rd	9.png
66.0	1	C-1st	10.png
68.0	1	C-2nd	2.png
74.0	1	C-3rd	5.png
76.0	1	B-1st	8.png
78.0	1	B-2nd	7.png
84.0	1	D-1st	4.png
86.0	1	D-2nd	6.png
88.0	1	D-3rd	3.png
94.0	1	A-1st	11.png
96.0	1	A-2nd	12.png
98.0	1	A-3rd	9.png
104.0	1	C-1st	10.png
108.0	1	C-2nd	2.png
112.0	1	C-3rd	5.png
118.0	1	D-2nd	6.png
120.0	1	D-3rd	3.png
126.0	1	A-1st	11.png
130.0	1	A-2nd	12.png
132.0	1	A-3rd	9.png
136.0	1	C-1st	10.png
138.0	1	C-2nd	2.png
146.0	1	B-1st	8.png
150.0	1	B-2nd	7.png
152.0	1	B-3rd	1.png
154.0	1	D-1st	4.png
156.0	1	D-2nd	6.png
162.0	1	D-3rd	3.png
164.0	1	B-1st	8.png
166.0	1	B-2nd	7.png
170.0	1	B-3rd	1.png
174.0	1	C-1st	10.png
176.0	1	C-2nd	2.png
182.0	1	A-1st	11.png
184.0	1	A-2nd	12.png
186.0	1	A-3rd	9.png
188.0	1	B-1st	8.png
192.0	1	B-2nd	7.png
196.0	1	B-3rd	1.png
200.0	1	A-1st	11.png
206.0	1	A-2nd	12.png
208.0	1	A-3rd	9.png
210.0	1	D-1st	4.png
214.0	1	D-3rd	3.png
216.0	1	C-1st	10.png
218.0	1	C-2nd	2.png
222.0	1	C-3rd	5.png
