onset	duration	trial_type	stim_file
0.0	1.0	C-1st	10.png
2.0	1.0	C-2nd	2.png
4.0	1.0	C-3rd	5.png
6.0	1.0	A-1st	11.png
8.0	1.0	A-2nd	12.png
12.0	1.0	A-3rd	9.png
14.0	1.0	D-1st	4.png
26.0	1.0	D-3rd	3.png
30.0	1.0	B-1st	8.png
34.0	1.0	B-2nd	7.png
38.0	1.0	B-3rd	1.png
40.0	1.0	D-1st	4.png
42.0	1.0	D-2nd	6.png
44.0	1.0	D-3rd	3.png
50.0	1.0	B-1st	8.png
54.0	1.0	B-2nd	7.png
56.0	1.0	B-3rd	1.png
60.0	1.0	C-1st	10.png
62.0	1.0	C-2nd	2.png
68.0	1.0	A-1st	11.png
70.0	1.0	A-2nd	12.png
74.0	1.0	A-3rd	9.png
80.0	1.0	D-1st	4.png
86.0	1.0	D-3rd	3.png
90.0	1.0	A-1st	11.png
92.0	1.0	A-2nd	12.png
94.0	1.0	A-3rd	9.png
98.0	1.0	C-1st	10.png
100.0	1.0	C-2nd	2.png
104.0	1.0	C-3rd	5.png
110.0	1.0	B-1st	8.png
112.0	1.0	B-2nd	7.png
114.0	1.0	B-3rd	1.png
120.0	1.0	A-1st	11.png
122.0	1.0	A-2nd	12.png
124.0	1.0	A-3rd	9.png
126.0	1.0	B-1st	8.png
128.0	1.0	B-2nd	7.png
138.0	1.0	D-2nd	6.png
142.0	1.0	D-3rd	3.png
144.0	1.0	C-1st	10.png
146.0	1.0	C-2nd	2.png
148.0	1.0	C-3rd	5.png
154.0	1.0	B-1st	8.png
156.0	1.0	B-2nd	7.png
158.0	1.0	B-3rd	1.png
162.0	1.0	A-1st	11.png
164.0	1.0	A-2nd	12.png
166.0	1.0	A-3rd	9.png
170.0	1.0	D-1st	4.png
174.0	1.0	D-2nd	6.png
176.0	1.0	D-3rd	3.png
180.0	1.0	C-1st	10.png
182.0	1.0	C-2nd	2.png
188.0	1.0	A-1st	11.png
190.0	1.0	A-2nd	12.png
192.0	1.0	A-3rd	9.png
194.0	1.0	D-1st	4.png
200.0	1.0	D-2nd	6.png
208.0	1.0	C-1st	10.png
214.0	1.0	C-2nd	2.png
216.0	1.0	C-3rd	5.png
218.0	1.0	B-1st	8.png
220.0	1.0	B-2nd	7.png
222.0	1.0	B-3rd	1.png
