onset	duration	trial_type	stim_file
0.0	1.0	B-1st	8.png
2.0	1.0	B-2nd	7.png
8.0	1.0	B-3rd	1.png
12.0	1.0	D-1st	4.png
14.0	1.0	D-2nd	6.png
16.0	1.0	D-3rd	3.png
22.0	1.0	A-1st	11.png
32.0	1.0	A-3rd	9.png
36.0	1.0	C-1st	10.png
38.0	1.0	C-2nd	2.png
40.0	1.0	C-3rd	5.png
42.0	1.0	B-1st	8.png
48.0	1.0	B-2nd	7.png
52.0	1.0	B-3rd	1.png
54.0	1.0	D-1st	4.png
62.0	1.0	D-3rd	3.png
64.0	1.0	C-1st	10.png
68.0	1.0	C-2nd	2.png
72.0	1.0	C-3rd	5.png
76.0	1.0	A-2nd	12.png
78.0	1.0	A-3rd	9.png
80.0	1.0	B-1st	8.png
82.0	1.0	B-2nd	7.png
84.0	1.0	B-3rd	1.png
88.0	1.0	A-1st	11.png
92.0	1.0	A-2nd	12.png
94.0	1.0	A-3rd	9.png
98.0	1.0	D-1st	4.png
102.0	1.0	D-2nd	6.png
108.0	1.0	D-3rd	3.png
110.0	1.0	C-1st	10.png
112.0	1.0	C-2nd	2.png
114.0	1.0	C-3rd	5.png
116.0	1.0	A-1st	11.png
118.0	1.0	A-2nd	12.png
124.0	1.0	A-3rd	9.png
126.0	1.0	C-1st	10.png
134.0	1.0	C-3rd	5.png
138.0	1.0	B-1st	8.png
140.0	1.0	B-2nd	7.png
144.0	1.0	B-3rd	1.png
146.0	1.0	D-1st	4.png
150.0	1.0	D-2nd	6.png
152.0	1.0	D-3rd	3.png
154.0	1.0	A-1st	11.png
156.0	1.0	A-2nd	12.png
158.0	1.0	A-3rd	9.png
162.0	1.0	D-2nd	6.png
166.0	1.0	D-3rd	3.png
168.0	1.0	C-1st	10.png
170.0	1.0	C-2nd	2.png
174.0	1.0	C-3rd	5.png
178.0	1.0	B-1st	8.png
184.0	1.0	B-2nd	7.png
188.0	1.0	A-1st	11.png
190.0	1.0	A-2nd	12.png
192.0	1.0	A-3rd	9.png
194.0	1.0	D-1st	4.png
198.0	1.0	D-2nd	6.png
200.0	1.0	D-3rd	3.png
204.0	1.0	B-1st	8.png
212.0	1.0	B-3rd	1.png
214.0	1.0	C-1st	10.png
220.0	1.0	C-2nd	2.png
222.0	1.0	C-3rd	5.png
