onset	duration	trial_type	stim_file
0.0	1	A-1st	11.png
2.0	1	A-2nd	4.png
6.0	1	A-3rd	10.png
12.0	1	D-1st	7.png
16.0	1	D-2nd	5.png
18.0	1	D-3rd	3.png
20.0	1	B-1st	9.png
22.0	1	B-2nd	6.png
28.0	1	B-3rd	1.png
34.0	1	C-1st	2.png
36.0	1	C-2nd	12.png
38.0	1	C-3rd	8.png
42.0	1	D-1st	7.png
44.0	1	D-2nd	5.png
48.0	1	D-3rd	3.png
52.0	1	B-1st	9.png
58.0	1	B-2nd	6.png
60.0	1	B-3rd	1.png
64.0	1	A-1st	11.png
66.0	1	A-2nd	4.png
70.0	1	A-3rd	10.png
72.0	1	C-1st	2.png
78.0	1	C-2nd	12.png
82.0	1	C-3rd	8.png
84.0	1	A-1st	11.png
86.0	1	A-2nd	4.png
90.0	1	A-3rd	10.png
94.0	1	C-1st	2.png
96.0	1	C-2nd	12.png
98.0	1	C-3rd	8.png
100.0	1	D-1st	7.png
102.0	1	D-2nd	5.png
104.0	1	D-3rd	3.png
106.0	1	B-1st	9.png
108.0	1	B-2nd	6.png
112.0	1	B-3rd	1.png
116.0	1	D-1st	7.png
118.0	1	D-2nd	5.png
120.0	1	D-3rd	3.png
124.0	1	C-1st	2.png
126.0	1	C-2nd	12.png
128.0	1	C-3rd	8.png
130.0	1	B-1st	9.png
132.0	1	B-2nd	6.png
136.0	1	B-3rd	1.png
140.0	1	A-1st	11.png
142.0	1	A-2nd	4.png
144.0	1	A-3rd	10.png
146.0	1	D-1st	7.png
152.0	1	D-2nd	5.png
154.0	1	D-3rd	3.png
160.0	1	A-1st	11.png
162.0	1	A-2nd	4.png
166.0	1	A-3rd	10.png
168.0	1	B-1st	9.png
172.0	1	B-2nd	6.png
174.0	1	B-3rd	1.png
176.0	1	C-1st	2.png
178.0	1	C-2nd	12.png
184.0	1	C-3rd	8.png
186.0	1	A-1st	11.png
188.0	1	A-2nd	4.png
190.0	1	A-3rd	10.png
194.0	1	D-1st	7.png
196.0	1	D-2nd	5.png
198.0	1	D-3rd	3.png
202.0	1	C-1st	2.png
208.0	1	C-2nd	12.png
210.0	1	C-3rd	8.png
212.0	1	B-1st	9.png
218.0	1	B-2nd	6.png
222.0	1	B-3rd	1.png
