onset	duration	trial_type	stim_file
1.0	1	D-1st	7.png
6.0	1	D-2nd	5.png
8.0	1	D-3rd	3.png
12.0	1	A-2nd	4.png
14.0	1	A-3rd	10.png
18.0	1	B-1st	9.png
20.0	1	B-2nd	6.png
24.0	1	B-3rd	1.png
26.0	1	C-1st	2.png
28.0	1	C-2nd	12.png
30.0	1	C-3rd	8.png
32.0	1	D-1st	7.png
38.0	1	D-2nd	5.png
42.0	1	C-1st	2.png
44.0	1	C-2nd	12.png
50.0	1	C-3rd	8.png
52.0	1	B-1st	9.png
54.0	1	B-2nd	6.png
56.0	1	B-3rd	1.png
58.0	1	A-1st	11.png
60.0	1	A-2nd	4.png
62.0	1	A-3rd	10.png
66.0	1	B-1st	9.png
68.0	1	B-2nd	6.png
70.0	1	B-3rd	1.png
74.0	1	D-2nd	5.png
78.0	1	D-3rd	3.png
80.0	1	A-1st	11.png
88.0	1	A-3rd	10.png
90.0	1	C-1st	2.png
92.0	1	C-2nd	12.png
94.0	1	C-3rd	8.png
100.0	1	A-1st	11.png
102.0	1	A-2nd	4.png
106.0	1	A-3rd	10.png
110.0	1	B-1st	9.png
114.0	1	B-2nd	6.png
118.0	1	B-3rd	1.png
122.0	1	C-1st	2.png
126.0	1	C-2nd	12.png
128.0	1	C-3rd	8.png
130.0	1	D-1st	7.png
134.0	1	D-2nd	5.png
142.0	1	A-1st	11.png
146.0	1	A-2nd	4.png
148.0	1	A-3rd	10.png
150.0	1	B-1st	9.png
154.0	1	B-2nd	6.png
156.0	1	B-3rd	1.png
160.0	1	C-1st	2.png
166.0	1	C-2nd	12.png
172.0	1	C-3rd	8.png
174.0	1	D-1st	7.png
182.0	1	D-3rd	3.png
188.0	1	A-1st	11.png
190.0	1	A-2nd	4.png
194.0	1	C-1st	2.png
196.0	1	C-2nd	12.png
198.0	1	C-3rd	8.png
202.0	1	D-1st	7.png
208.0	1	D-2nd	5.png
212.0	1	D-3rd	3.png
214.0	1	B-1st	9.png
218.0	1	B-2nd	6.png
222.0	1	B-3rd	1.png
