onset	duration	trial_type	stim_file
1.0	1	D-1st	11.png
4.0	1	D-2nd	2.png
10.0	1	D-3rd	4.png
14.0	1	A-1st	10.png
18.0	1	A-2nd	8.png
20.0	1	A-3rd	9.png
28.0	1	C-2nd	1.png
30.0	1	C-3rd	6.png
36.0	1	B-1st	12.png
42.0	1	B-2nd	3.png
44.0	1	B-3rd	5.png
48.0	1	A-1st	10.png
52.0	1	A-2nd	8.png
56.0	1	C-1st	7.png
58.0	1	C-2nd	1.png
62.0	1	C-3rd	6.png
64.0	1	D-1st	11.png
70.0	1	D-2nd	2.png
72.0	1	D-3rd	4.png
74.0	1	B-1st	12.png
76.0	1	B-2nd	3.png
78.0	1	B-3rd	5.png
84.0	1	C-1st	7.png
86.0	1	C-2nd	1.png
88.0	1	C-3rd	6.png
90.0	1	D-1st	11.png
92.0	1	D-2nd	2.png
94.0	1	D-3rd	4.png
100.0	1	B-2nd	3.png
102.0	1	B-3rd	5.png
108.0	1	A-2nd	8.png
110.0	1	A-3rd	9.png
114.0	1	C-1st	7.png
116.0	1	C-2nd	1.png
120.0	1	C-3rd	6.png
124.0	1	D-1st	11.png
126.0	1	D-2nd	2.png
130.0	1	D-3rd	4.png
134.0	1	B-1st	12.png
138.0	1	B-2nd	3.png
140.0	1	B-3rd	5.png
146.0	1	A-1st	10.png
148.0	1	A-2nd	8.png
150.0	1	A-3rd	9.png
156.0	1	C-2nd	1.png
160.0	1	C-3rd	6.png
162.0	1	A-1st	10.png
170.0	1	A-3rd	9.png
172.0	1	D-1st	11.png
176.0	1	D-2nd	2.png
178.0	1	D-3rd	4.png
182.0	1	B-1st	12.png
186.0	1	B-2nd	3.png
188.0	1	B-3rd	5.png
190.0	1	C-1st	7.png
192.0	1	C-2nd	1.png
198.0	1	C-3rd	6.png
200.0	1	B-1st	12.png
202.0	1	B-2nd	3.png
204.0	1	B-3rd	5.png
206.0	1	A-1st	10.png
208.0	1	A-2nd	8.png
210.0	1	A-3rd	9.png
216.0	1	D-1st	11.png
218.0	1	D-2nd	2.png
