onset	duration	trial_type	stim_file
0.0	1.0	B-1st	12.png
4.0	1.0	B-2nd	3.png
6.0	1.0	B-3rd	5.png
8.0	1.0	D-1st	11.png
10.0	1.0	D-2nd	2.png
14.0	1.0	D-3rd	4.png
16.0	1.0	C-1st	7.png
22.0	1.0	C-3rd	6.png
24.0	1.0	A-1st	10.png
30.0	1.0	A-2nd	8.png
34.0	1.0	A-3rd	9.png
38.0	1.0	B-1st	12.png
44.0	1.0	B-2nd	3.png
46.0	1.0	B-3rd	5.png
50.0	1.0	D-2nd	2.png
52.0	1.0	D-3rd	4.png
54.0	1.0	A-1st	10.png
56.0	1.0	A-2nd	8.png
58.0	1.0	A-3rd	9.png
60.0	1.0	C-1st	7.png
62.0	1.0	C-2nd	1.png
64.0	1.0	C-3rd	6.png
68.0	1.0	B-1st	12.png
72.0	1.0	B-2nd	3.png
74.0	1.0	B-3rd	5.png
76.0	1.0	D-1st	11.png
78.0	1.0	D-2nd	2.png
86.0	1.0	A-1st	10.png
92.0	1.0	A-2nd	8.png
94.0	1.0	A-3rd	9.png
96.0	1.0	C-1st	7.png
100.0	1.0	C-3rd	6.png
102.0	1.0	B-1st	12.png
104.0	1.0	B-2nd	3.png
108.0	1.0	B-3rd	5.png
112.0	1.0	A-1st	10.png
114.0	1.0	A-2nd	8.png
116.0	1.0	A-3rd	9.png
118.0	1.0	C-1st	7.png
120.0	1.0	C-2nd	1.png
126.0	1.0	D-1st	11.png
132.0	1.0	D-2nd	2.png
134.0	1.0	D-3rd	4.png
140.0	1.0	C-1st	7.png
146.0	1.0	C-2nd	1.png
148.0	1.0	C-3rd	6.png
150.0	1.0	D-1st	11.png
154.0	1.0	D-2nd	2.png
156.0	1.0	D-3rd	4.png
160.0	1.0	A-1st	10.png
162.0	1.0	A-2nd	8.png
166.0	1.0	A-3rd	9.png
170.0	1.0	B-1st	12.png
174.0	1.0	B-2nd	3.png
180.0	1.0	D-1st	11.png
186.0	1.0	D-2nd	2.png
192.0	1.0	D-3rd	4.png
194.0	1.0	C-1st	7.png
198.0	1.0	C-2nd	1.png
204.0	1.0	C-3rd	6.png
206.0	1.0	B-1st	12.png
210.0	1.0	B-3rd	5.png
214.0	1.0	A-1st	10.png
218.0	1.0	A-2nd	8.png
222.0	1.0	A-3rd	9.png
