onset	duration	trial_type	stim_file
0.0	1.0	A-1st	6.png
2.0	1.0	A-2nd	3.png
4.0	1.0	A-3rd	4.png
6.0	1.0	C-1st	9.png
10.0	1.0	C-3rd	1.png
12.0	1.0	D-1st	12.png
14.0	1.0	D-2nd	10.png
18.0	1.0	D-3rd	5.png
20.0	1.0	B-1st	11.png
26.0	1.0	B-2nd	2.png
32.0	1.0	B-3rd	7.png
40.0	1.0	A-2nd	3.png
44.0	1.0	A-3rd	4.png
46.0	1.0	B-1st	11.png
50.0	1.0	B-2nd	2.png
52.0	1.0	B-3rd	7.png
56.0	1.0	C-1st	9.png
60.0	1.0	C-2nd	8.png
64.0	1.0	C-3rd	1.png
70.0	1.0	D-1st	12.png
72.0	1.0	D-2nd	10.png
74.0	1.0	D-3rd	5.png
76.0	1.0	A-1st	6.png
80.0	1.0	A-2nd	3.png
84.0	1.0	A-3rd	4.png
88.0	1.0	C-2nd	8.png
90.0	1.0	C-3rd	1.png
96.0	1.0	D-1st	12.png
98.0	1.0	D-2nd	10.png
104.0	1.0	D-3rd	5.png
108.0	1.0	B-1st	11.png
110.0	1.0	B-2nd	2.png
112.0	1.0	B-3rd	7.png
118.0	1.0	C-1st	9.png
122.0	1.0	C-2nd	8.png
124.0	1.0	C-3rd	1.png
128.0	1.0	A-1st	6.png
130.0	1.0	A-2nd	3.png
134.0	1.0	B-1st	11.png
140.0	1.0	B-3rd	7.png
146.0	1.0	D-1st	12.png
148.0	1.0	D-2nd	10.png
150.0	1.0	D-3rd	5.png
152.0	1.0	A-1st	6.png
154.0	1.0	A-2nd	3.png
156.0	1.0	A-3rd	4.png
158.0	1.0	C-1st	9.png
164.0	1.0	C-3rd	1.png
166.0	1.0	B-1st	11.png
168.0	1.0	B-2nd	2.png
172.0	1.0	B-3rd	7.png
174.0	1.0	D-1st	12.png
178.0	1.0	D-2nd	10.png
180.0	1.0	D-3rd	5.png
186.0	1.0	B-1st	11.png
190.0	1.0	B-2nd	2.png
196.0	1.0	B-3rd	7.png
200.0	1.0	C-1st	9.png
208.0	1.0	C-3rd	1.png
212.0	1.0	A-1st	6.png
214.0	1.0	A-2nd	3.png
216.0	1.0	A-3rd	4.png
218.0	1.0	D-1st	12.png
220.0	1.0	D-2nd	10.png
222.0	1.0	D-3rd	5.png
