onset	duration	trial_type	stim_file
0.0	1.0	A-1st	6.png
2.0	1.0	A-2nd	3.png
4.0	1.0	A-3rd	4.png
10.0	1.0	D-2nd	10.png
14.0	1.0	D-3rd	5.png
20.0	1.0	B-1st	11.png
22.0	1.0	B-2nd	2.png
26.0	1.0	B-3rd	7.png
30.0	1.0	C-1st	9.png
32.0	1.0	C-2nd	8.png
34.0	1.0	C-3rd	1.png
36.0	1.0	D-1st	12.png
40.0	1.0	D-3rd	5.png
42.0	1.0	C-1st	9.png
46.0	1.0	C-2nd	8.png
52.0	1.0	C-3rd	1.png
58.0	1.0	B-1st	11.png
60.0	1.0	B-2nd	2.png
62.0	1.0	B-3rd	7.png
66.0	1.0	A-1st	6.png
70.0	1.0	A-2nd	3.png
76.0	1.0	A-3rd	4.png
78.0	1.0	C-1st	9.png
86.0	1.0	C-3rd	1.png
88.0	1.0	A-1st	6.png
90.0	1.0	A-2nd	3.png
92.0	1.0	A-3rd	4.png
98.0	1.0	D-1st	12.png
104.0	1.0	D-2nd	10.png
110.0	1.0	B-1st	11.png
112.0	1.0	B-2nd	2.png
114.0	1.0	B-3rd	7.png
116.0	1.0	C-1st	9.png
122.0	1.0	C-2nd	8.png
124.0	1.0	C-3rd	1.png
126.0	1.0	D-1st	12.png
128.0	1.0	D-2nd	10.png
130.0	1.0	D-3rd	5.png
136.0	1.0	A-1st	6.png
140.0	1.0	A-2nd	3.png
146.0	1.0	A-3rd	4.png
148.0	1.0	B-1st	11.png
152.0	1.0	B-3rd	7.png
154.0	1.0	D-1st	12.png
160.0	1.0	D-2nd	10.png
162.0	1.0	D-3rd	5.png
164.0	1.0	B-1st	11.png
166.0	1.0	B-2nd	2.png
168.0	1.0	B-3rd	7.png
172.0	1.0	A-1st	6.png
176.0	1.0	A-2nd	3.png
178.0	1.0	A-3rd	4.png
184.0	1.0	C-2nd	8.png
186.0	1.0	C-3rd	1.png
190.0	1.0	B-1st	11.png
192.0	1.0	B-2nd	2.png
194.0	1.0	B-3rd	7.png
196.0	1.0	A-1st	6.png
202.0	1.0	A-3rd	4.png
204.0	1.0	D-1st	12.png
208.0	1.0	D-2nd	10.png
212.0	1.0	D-3rd	5.png
216.0	1.0	C-1st	9.png
218.0	1.0	C-2nd	8.png
222.0	1.0	C-3rd	1.png
