onset	duration	trial_type	stim_file
0.0	1.0	B-1st	11.png
6.0	1.0	B-2nd	6.png
10.0	1.0	B-3rd	7.png
12.0	1.0	D-1st	12.png
16.0	1.0	D-2nd	3.png
18.0	1.0	D-3rd	9.png
22.0	1.0	A-1st	8.png
26.0	1.0	A-2nd	4.png
28.0	1.0	A-3rd	1.png
30.0	1.0	C-1st	2.png
44.0	1.0	B-1st	11.png
46.0	1.0	B-2nd	6.png
52.0	1.0	B-3rd	7.png
58.0	1.0	D-1st	12.png
60.0	1.0	D-2nd	3.png
62.0	1.0	D-3rd	9.png
64.0	1.0	C-1st	2.png
68.0	1.0	C-2nd	5.png
72.0	1.0	C-3rd	10.png
74.0	1.0	A-1st	8.png
76.0	1.0	A-2nd	4.png
80.0	1.0	A-3rd	1.png
82.0	1.0	B-1st	11.png
86.0	1.0	B-2nd	6.png
92.0	1.0	B-3rd	7.png
100.0	1.0	A-2nd	4.png
102.0	1.0	A-3rd	1.png
106.0	1.0	C-1st	2.png
110.0	1.0	C-2nd	5.png
112.0	1.0	C-3rd	10.png
114.0	1.0	D-1st	12.png
116.0	1.0	D-2nd	3.png
118.0	1.0	D-3rd	9.png
122.0	1.0	B-2nd	6.png
124.0	1.0	B-3rd	7.png
126.0	1.0	D-1st	12.png
128.0	1.0	D-2nd	3.png
132.0	1.0	D-3rd	9.png
136.0	1.0	C-1st	2.png
140.0	1.0	C-2nd	5.png
142.0	1.0	C-3rd	10.png
144.0	1.0	A-1st	8.png
150.0	1.0	A-2nd	4.png
152.0	1.0	A-3rd	1.png
158.0	1.0	C-2nd	5.png
160.0	1.0	C-3rd	10.png
164.0	1.0	B-1st	11.png
168.0	1.0	B-2nd	6.png
170.0	1.0	B-3rd	7.png
174.0	1.0	A-1st	8.png
176.0	1.0	A-2nd	4.png
178.0	1.0	A-3rd	1.png
180.0	1.0	D-1st	12.png
184.0	1.0	D-3rd	9.png
186.0	1.0	B-1st	11.png
188.0	1.0	B-2nd	6.png
190.0	1.0	B-3rd	7.png
192.0	1.0	A-1st	8.png
196.0	1.0	A-2nd	4.png
198.0	1.0	A-3rd	1.png
200.0	1.0	C-1st	2.png
208.0	1.0	C-3rd	10.png
214.0	1.0	D-1st	12.png
218.0	1.0	D-2nd	3.png
222.0	1.0	D-3rd	9.png
