onset	duration	trial_type	stim_file
1.0	1	B-1st	11.png
6.0	1	B-3rd	7.png
8.0	1	C-1st	2.png
12.0	1	C-2nd	5.png
14.0	1	C-3rd	10.png
18.0	1	D-1st	12.png
20.0	1	D-2nd	3.png
26.0	1	D-3rd	9.png
28.0	1	A-1st	8.png
30.0	1	A-2nd	4.png
34.0	1	A-3rd	1.png
36.0	1	C-1st	2.png
40.0	1	C-2nd	5.png
46.0	1	C-3rd	10.png
50.0	1	A-2nd	4.png
54.0	1	A-3rd	1.png
60.0	1	B-1st	11.png
64.0	1	B-2nd	6.png
66.0	1	B-3rd	7.png
68.0	1	D-1st	12.png
72.0	1	D-2nd	3.png
74.0	1	D-3rd	9.png
80.0	1	B-1st	11.png
82.0	1	B-2nd	6.png
84.0	1	B-3rd	7.png
88.0	1	A-2nd	4.png
90.0	1	A-3rd	1.png
92.0	1	D-1st	12.png
98.0	1	D-2nd	3.png
100.0	1	D-3rd	9.png
104.0	1	C-1st	2.png
108.0	1	C-2nd	5.png
114.0	1	B-1st	11.png
118.0	1	B-2nd	6.png
124.0	1	B-3rd	7.png
128.0	1	C-1st	2.png
130.0	1	C-2nd	5.png
132.0	1	C-3rd	10.png
136.0	1	D-1st	12.png
138.0	1	D-2nd	3.png
140.0	1	D-3rd	9.png
142.0	1	A-1st	8.png
148.0	1	A-2nd	4.png
150.0	1	A-3rd	1.png
156.0	1	C-2nd	5.png
158.0	1	C-3rd	10.png
160.0	1	D-1st	12.png
162.0	1	D-2nd	3.png
166.0	1	D-3rd	9.png
172.0	1	A-1st	8.png
176.0	1	A-2nd	4.png
178.0	1	A-3rd	1.png
184.0	1	B-2nd	6.png
186.0	1	B-3rd	7.png
188.0	1	D-1st	12.png
190.0	1	D-2nd	3.png
192.0	1	D-3rd	9.png
194.0	1	C-1st	2.png
200.0	1	C-3rd	10.png
206.0	1	A-1st	8.png
208.0	1	A-2nd	4.png
210.0	1	A-3rd	1.png
214.0	1	B-1st	11.png
216.0	1	B-2nd	6.png
222.0	1	B-3rd	7.png
