onset	duration	trial_type	stim_file
1.0	1	C-1st	6.png
2.0	1	C-2nd	4.png
4.0	1	C-3rd	12.png
6.0	1	A-1st	5.png
8.0	1	A-2nd	10.png
12.0	1	A-3rd	1.png
14.0	1	D-1st	11.png
18.0	1	D-2nd	9.png
22.0	1	D-3rd	8.png
24.0	1	B-1st	2.png
28.0	1	B-2nd	7.png
30.0	1	B-3rd	3.png
36.0	1	C-1st	6.png
38.0	1	C-2nd	4.png
40.0	1	C-3rd	12.png
44.0	1	D-1st	11.png
48.0	1	D-2nd	9.png
50.0	1	D-3rd	8.png
52.0	1	B-1st	2.png
58.0	1	B-2nd	7.png
60.0	1	B-3rd	3.png
62.0	1	A-1st	5.png
66.0	1	A-2nd	10.png
70.0	1	A-3rd	1.png
72.0	1	D-1st	11.png
74.0	1	D-2nd	9.png
76.0	1	D-3rd	8.png
78.0	1	A-1st	5.png
80.0	1	A-2nd	10.png
82.0	1	A-3rd	1.png
84.0	1	C-1st	6.png
88.0	1	C-2nd	4.png
90.0	1	C-3rd	12.png
92.0	1	B-1st	2.png
96.0	1	B-2nd	7.png
98.0	1	B-3rd	3.png
104.0	1	D-1st	11.png
108.0	1	D-2nd	9.png
114.0	1	D-3rd	8.png
116.0	1	C-1st	6.png
122.0	1	C-2nd	4.png
128.0	1	C-3rd	12.png
134.0	1	B-1st	2.png
136.0	1	B-2nd	7.png
142.0	1	B-3rd	3.png
144.0	1	A-1st	5.png
146.0	1	A-2nd	10.png
148.0	1	A-3rd	1.png
150.0	1	C-1st	6.png
154.0	1	C-2nd	4.png
156.0	1	C-3rd	12.png
158.0	1	B-1st	2.png
162.0	1	B-2nd	7.png
166.0	1	B-3rd	3.png
168.0	1	A-1st	5.png
172.0	1	A-2nd	10.png
174.0	1	A-3rd	1.png
178.0	1	D-1st	11.png
182.0	1	D-2nd	9.png
184.0	1	D-3rd	8.png
190.0	1	A-1st	5.png
192.0	1	A-2nd	10.png
194.0	1	A-3rd	1.png
196.0	1	B-1st	2.png
202.0	1	B-2nd	7.png
206.0	1	B-3rd	3.png
210.0	1	D-1st	11.png
212.0	1	D-2nd	9.png
214.0	1	D-3rd	8.png
216.0	1	C-1st	6.png
218.0	1	C-2nd	4.png
222.0	1	C-3rd	12.png
