onset	duration	trial_type	stim_file
0.0	1.0	C-1st	6.png
4.0	1.0	C-2nd	7.png
10.0	1.0	C-3rd	2.png
14.0	1.0	A-2nd	3.png
16.0	1.0	A-3rd	11.png
18.0	1.0	B-1st	10.png
20.0	1.0	B-2nd	12.png
22.0	1.0	B-3rd	9.png
28.0	1.0	D-1st	5.png
30.0	1.0	D-2nd	4.png
32.0	1.0	D-3rd	1.png
38.0	1.0	A-1st	8.png
44.0	1.0	A-2nd	3.png
46.0	1.0	A-3rd	11.png
48.0	1.0	B-1st	10.png
50.0	1.0	B-2nd	12.png
54.0	1.0	B-3rd	9.png
60.0	1.0	C-2nd	7.png
62.0	1.0	C-3rd	2.png
66.0	1.0	D-1st	5.png
68.0	1.0	D-2nd	4.png
76.0	1.0	A-1st	8.png
82.0	1.0	A-2nd	3.png
88.0	1.0	A-3rd	11.png
90.0	1.0	B-1st	10.png
94.0	1.0	B-2nd	12.png
98.0	1.0	B-3rd	9.png
102.0	1.0	C-1st	6.png
106.0	1.0	C-2nd	7.png
110.0	1.0	D-1st	5.png
112.0	1.0	D-2nd	4.png
116.0	1.0	D-3rd	1.png
118.0	1.0	C-1st	6.png
120.0	1.0	C-2nd	7.png
124.0	1.0	C-3rd	2.png
126.0	1.0	D-1st	5.png
128.0	1.0	D-2nd	4.png
130.0	1.0	D-3rd	1.png
138.0	1.0	A-2nd	3.png
140.0	1.0	A-3rd	11.png
142.0	1.0	B-1st	10.png
146.0	1.0	B-2nd	12.png
148.0	1.0	B-3rd	9.png
152.0	1.0	A-1st	8.png
154.0	1.0	A-2nd	3.png
158.0	1.0	A-3rd	11.png
162.0	1.0	D-1st	5.png
164.0	1.0	D-2nd	4.png
168.0	1.0	D-3rd	1.png
174.0	1.0	C-1st	6.png
178.0	1.0	C-2nd	7.png
180.0	1.0	C-3rd	2.png
186.0	1.0	B-1st	10.png
190.0	1.0	B-2nd	12.png
192.0	1.0	B-3rd	9.png
196.0	1.0	D-2nd	4.png
198.0	1.0	D-3rd	1.png
202.0	1.0	A-2nd	3.png
204.0	1.0	A-3rd	11.png
208.0	1.0	C-1st	6.png
212.0	1.0	C-2nd	7.png
214.0	1.0	C-3rd	2.png
216.0	1.0	B-1st	10.png
218.0	1.0	B-2nd	12.png
222.0	1.0	B-3rd	9.png
