onset	duration	trial_type	stim_file
1.0	1	B-1st	10.png
4.0	1	B-2nd	12.png
6.0	1	B-3rd	9.png
8.0	1	D-1st	5.png
14.0	1	D-2nd	4.png
20.0	1	D-3rd	1.png
22.0	1	C-1st	6.png
24.0	1	C-2nd	7.png
28.0	1	C-3rd	2.png
30.0	1	A-1st	8.png
36.0	1	A-2nd	3.png
38.0	1	A-3rd	11.png
40.0	1	B-1st	10.png
46.0	1	B-2nd	12.png
48.0	1	B-3rd	9.png
50.0	1	C-1st	6.png
52.0	1	C-2nd	7.png
54.0	1	C-3rd	2.png
58.0	1	A-1st	8.png
60.0	1	A-2nd	3.png
62.0	1	A-3rd	11.png
64.0	1	D-1st	5.png
68.0	1	D-2nd	4.png
70.0	1	D-3rd	1.png
72.0	1	A-1st	8.png
74.0	1	A-2nd	3.png
78.0	1	A-3rd	11.png
82.0	1	D-1st	5.png
84.0	1	D-2nd	4.png
88.0	1	D-3rd	1.png
90.0	1	C-1st	6.png
94.0	1	C-2nd	7.png
96.0	1	C-3rd	2.png
98.0	1	B-1st	10.png
102.0	1	B-2nd	12.png
104.0	1	B-3rd	9.png
106.0	1	C-1st	6.png
108.0	1	C-2nd	7.png
112.0	1	C-3rd	2.png
116.0	1	B-1st	10.png
118.0	1	B-2nd	12.png
122.0	1	B-3rd	9.png
124.0	1	A-1st	8.png
128.0	1	A-2nd	3.png
132.0	1	A-3rd	11.png
134.0	1	D-1st	5.png
138.0	1	D-2nd	4.png
142.0	1	D-3rd	1.png
148.0	1	C-1st	6.png
152.0	1	C-2nd	7.png
154.0	1	C-3rd	2.png
156.0	1	A-1st	8.png
162.0	1	A-2nd	3.png
164.0	1	A-3rd	11.png
166.0	1	B-1st	10.png
172.0	1	B-2nd	12.png
174.0	1	B-3rd	9.png
180.0	1	D-1st	5.png
182.0	1	D-2nd	4.png
184.0	1	D-3rd	1.png
188.0	1	B-1st	10.png
190.0	1	B-2nd	12.png
192.0	1	B-3rd	9.png
198.0	1	C-1st	6.png
202.0	1	C-2nd	7.png
204.0	1	C-3rd	2.png
206.0	1	A-1st	8.png
208.0	1	A-2nd	3.png
210.0	1	A-3rd	11.png
212.0	1	D-1st	5.png
216.0	1	D-2nd	4.png
222.0	1	D-3rd	1.png
