onset	duration	trial_type	stim_file
0.0	1.0	B-2nd	12.png
4.0	1.0	B-3rd	9.png
8.0	1.0	C-2nd	7.png
10.0	1.0	B-1st	10.png
16.0	1.0	D-3rd	1.png
22.0	1.0	A-1st	8.png
24.0	1.0	A-2nd	3.png
28.0	1.0	C-1st	6.png
34.0	1.0	D-2nd	4.png
40.0	1.0	C-3rd	2.png
44.0	1.0	A-3rd	11.png
46.0	1.0	D-1st	5.png
48.0	1.0	B-2nd	12.png
50.0	1.0	B-3rd	9.png
54.0	1.0	A-3rd	11.png
56.0	1.0	D-2nd	4.png
60.0	1.0	D-3rd	1.png
62.0	1.0	B-1st	10.png
66.0	1.0	C-2nd	7.png
68.0	1.0	A-1st	8.png
72.0	1.0	A-2nd	3.png
76.0	1.0	C-1st	6.png
78.0	1.0	C-3rd	2.png
82.0	1.0	A-1st	8.png
84.0	1.0	A-2nd	3.png
86.0	1.0	C-2nd	7.png
92.0	1.0	B-2nd	12.png
94.0	1.0	C-1st	6.png
96.0	1.0	A-3rd	11.png
100.0	1.0	D-3rd	1.png
102.0	1.0	B-1st	10.png
104.0	1.0	B-3rd	9.png
108.0	1.0	D-1st	5.png
