onset	duration	trial_type	stim_file
1.0	1	B-2nd	12.png
4.0	1	B-3rd	9.png
6.0	1	D-1st	5.png
12.0	1	C-2nd	7.png
16.0	1	B-1st	10.png
20.0	1	D-3rd	1.png
22.0	1	A-1st	8.png
28.0	1	A-2nd	3.png
30.0	1	C-1st	6.png
34.0	1	D-2nd	4.png
40.0	1	C-3rd	2.png
42.0	1	A-3rd	11.png
44.0	1	D-1st	5.png
46.0	1	B-2nd	12.png
48.0	1	B-3rd	9.png
50.0	1	A-3rd	11.png
54.0	1	D-2nd	4.png
60.0	1	D-3rd	1.png
62.0	1	B-1st	10.png
64.0	1	C-2nd	7.png
66.0	1	A-1st	8.png
70.0	1	A-2nd	3.png
72.0	1	C-1st	6.png
74.0	1	C-3rd	2.png
76.0	1	D-2nd	4.png
78.0	1	A-1st	8.png
80.0	1	A-2nd	3.png
86.0	1	C-2nd	7.png
90.0	1	B-2nd	12.png
92.0	1	C-1st	6.png
96.0	1	A-3rd	11.png
98.0	1	D-3rd	1.png
102.0	1	B-1st	10.png
106.0	1	B-3rd	9.png
108.0	1	D-1st	5.png
110.0	1	C-3rd	2.png
