onset	duration	trial_type	stim_file
1.0	1	D-1st	5.png
2.0	1	D-2nd	3.png
6.0	1	D-3rd	12.png
8.0	1	A-1st	2.png
12.0	1	A-3rd	4.png
14.0	1	B-1st	9.png
16.0	1	B-2nd	6.png
20.0	1	B-3rd	11.png
22.0	1	C-1st	7.png
28.0	1	C-2nd	8.png
34.0	1	C-3rd	1.png
36.0	1	A-1st	2.png
38.0	1	A-2nd	10.png
42.0	1	A-3rd	4.png
44.0	1	D-1st	5.png
46.0	1	D-2nd	3.png
50.0	1	D-3rd	12.png
52.0	1	C-1st	7.png
56.0	1	C-2nd	8.png
64.0	1	B-1st	9.png
68.0	1	B-2nd	6.png
70.0	1	B-3rd	11.png
76.0	1	D-2nd	3.png
82.0	1	D-3rd	12.png
84.0	1	A-1st	2.png
86.0	1	A-2nd	10.png
90.0	1	A-3rd	4.png
92.0	1	B-1st	9.png
96.0	1	B-2nd	6.png
102.0	1	B-3rd	11.png
106.0	1	C-1st	7.png
112.0	1	C-3rd	1.png
114.0	1	D-1st	5.png
120.0	1	D-2nd	3.png
124.0	1	D-3rd	12.png
126.0	1	A-1st	2.png
128.0	1	A-2nd	10.png
130.0	1	A-3rd	4.png
132.0	1	B-1st	9.png
134.0	1	B-2nd	6.png
136.0	1	B-3rd	11.png
142.0	1	C-1st	7.png
146.0	1	C-3rd	1.png
148.0	1	D-1st	5.png
150.0	1	D-2nd	3.png
152.0	1	D-3rd	12.png
156.0	1	C-1st	7.png
158.0	1	C-2nd	8.png
160.0	1	C-3rd	1.png
162.0	1	B-1st	9.png
164.0	1	B-2nd	6.png
172.0	1	A-1st	2.png
174.0	1	A-2nd	10.png
176.0	1	A-3rd	4.png
182.0	1	B-1st	9.png
184.0	1	B-2nd	6.png
188.0	1	B-3rd	11.png
192.0	1	D-1st	5.png
198.0	1	D-2nd	3.png
202.0	1	D-3rd	12.png
206.0	1	A-2nd	10.png
208.0	1	A-3rd	4.png
212.0	1	C-1st	7.png
218.0	1	C-2nd	8.png
222.0	1	C-3rd	1.png
