onset	duration	trial_type	stim_file
0.0	1	C-1st	9.png
6.0	1	C-2nd	3.png
8.0	1	C-3rd	2.png
10.0	1	D-1st	10.png
12.0	1	D-2nd	4.png
14.0	1	D-3rd	1.png
16.0	1	B-1st	8.png
24.0	1	B-3rd	7.png
26.0	1	A-1st	11.png
30.0	1	A-2nd	6.png
32.0	1	A-3rd	5.png
38.0	1	D-1st	10.png
40.0	1	D-2nd	4.png
44.0	1	D-3rd	1.png
46.0	1	B-1st	8.png
50.0	1	B-2nd	12.png
54.0	1	B-3rd	7.png
62.0	1	C-2nd	3.png
64.0	1	C-3rd	2.png
70.0	1	A-1st	11.png
72.0	1	A-2nd	6.png
76.0	1	A-3rd	5.png
78.0	1	D-1st	10.png
80.0	1	D-2nd	4.png
82.0	1	D-3rd	1.png
84.0	1	C-1st	9.png
90.0	1	C-3rd	2.png
96.0	1	B-1st	8.png
98.0	1	B-2nd	12.png
102.0	1	B-3rd	7.png
106.0	1	A-1st	11.png
108.0	1	A-2nd	6.png
110.0	1	A-3rd	5.png
112.0	1	D-1st	10.png
116.0	1	D-2nd	4.png
118.0	1	D-3rd	1.png
122.0	1	C-1st	9.png
128.0	1	C-3rd	2.png
132.0	1	B-1st	8.png
134.0	1	B-2nd	12.png
140.0	1	A-1st	11.png
144.0	1	A-2nd	6.png
146.0	1	A-3rd	5.png
150.0	1	C-1st	9.png
152.0	1	C-2nd	3.png
154.0	1	C-3rd	2.png
156.0	1	A-1st	11.png
158.0	1	A-2nd	6.png
164.0	1	A-3rd	5.png
168.0	1	D-1st	10.png
170.0	1	D-2nd	4.png
176.0	1	D-3rd	1.png
178.0	1	B-1st	8.png
182.0	1	B-2nd	12.png
186.0	1	B-3rd	7.png
188.0	1	C-1st	9.png
196.0	1	C-3rd	2.png
198.0	1	B-1st	8.png
206.0	1	B-3rd	7.png
208.0	1	D-1st	10.png
212.0	1	D-2nd	4.png
214.0	1	D-3rd	1.png
216.0	1	A-1st	11.png
218.0	1	A-2nd	6.png
222.0	1	A-3rd	5.png
