onset	duration	trial_type	stim_file
1.0	1	C-1st	9.png
2.0	1	C-2nd	3.png
10.0	1	A-1st	11.png
14.0	1	A-2nd	6.png
16.0	1	A-3rd	5.png
22.0	1	B-1st	8.png
28.0	1	B-2nd	12.png
30.0	1	B-3rd	7.png
34.0	1	D-1st	10.png
38.0	1	D-2nd	4.png
40.0	1	D-3rd	1.png
42.0	1	B-1st	8.png
44.0	1	B-2nd	12.png
46.0	1	B-3rd	7.png
48.0	1	A-1st	11.png
52.0	1	A-2nd	6.png
58.0	1	C-1st	9.png
60.0	1	C-2nd	3.png
62.0	1	C-3rd	2.png
64.0	1	D-1st	10.png
66.0	1	D-2nd	4.png
74.0	1	A-1st	11.png
76.0	1	A-2nd	6.png
80.0	1	A-3rd	5.png
82.0	1	B-1st	8.png
84.0	1	B-2nd	12.png
88.0	1	B-3rd	7.png
92.0	1	D-1st	10.png
94.0	1	D-2nd	4.png
96.0	1	D-3rd	1.png
98.0	1	C-1st	9.png
104.0	1	C-2nd	3.png
106.0	1	C-3rd	2.png
108.0	1	A-1st	11.png
110.0	1	A-2nd	6.png
114.0	1	A-3rd	5.png
118.0	1	D-1st	10.png
122.0	1	D-2nd	4.png
128.0	1	C-1st	9.png
130.0	1	C-2nd	3.png
132.0	1	C-3rd	2.png
134.0	1	B-1st	8.png
140.0	1	B-2nd	12.png
142.0	1	B-3rd	7.png
146.0	1	C-2nd	3.png
148.0	1	C-3rd	2.png
150.0	1	D-1st	10.png
160.0	1	D-3rd	1.png
164.0	1	A-1st	11.png
166.0	1	A-2nd	6.png
168.0	1	A-3rd	5.png
174.0	1	B-1st	8.png
176.0	1	B-2nd	12.png
180.0	1	B-3rd	7.png
186.0	1	C-1st	9.png
190.0	1	C-2nd	3.png
196.0	1	C-3rd	2.png
198.0	1	B-1st	8.png
200.0	1	B-2nd	12.png
204.0	1	B-3rd	7.png
208.0	1	A-2nd	6.png
210.0	1	A-3rd	5.png
212.0	1	D-1st	10.png
216.0	1	D-2nd	4.png
222.0	1	D-3rd	1.png
