onset	duration	trial_type	stim_file
1.0	1	C-1st	6.png
4.0	1	C-2nd	11.png
8.0	1	C-3rd	10.png
10.0	1	B-1st	9.png
12.0	1	B-2nd	8.png
14.0	1	B-3rd	12.png
16.0	1	D-1st	4.png
22.0	1	D-2nd	7.png
26.0	1	D-3rd	2.png
28.0	1	A-1st	3.png
34.0	1	A-2nd	5.png
36.0	1	A-3rd	1.png
38.0	1	D-1st	4.png
42.0	1	D-2nd	7.png
44.0	1	D-3rd	2.png
48.0	1	B-1st	9.png
50.0	1	B-2nd	8.png
52.0	1	B-3rd	12.png
54.0	1	A-1st	3.png
58.0	1	A-2nd	5.png
60.0	1	A-3rd	1.png
62.0	1	C-1st	6.png
64.0	1	C-2nd	11.png
66.0	1	C-3rd	10.png
68.0	1	D-1st	4.png
72.0	1	D-2nd	7.png
74.0	1	D-3rd	2.png
76.0	1	B-1st	9.png
78.0	1	B-2nd	8.png
80.0	1	B-3rd	12.png
84.0	1	A-1st	3.png
86.0	1	A-2nd	5.png
88.0	1	A-3rd	1.png
94.0	1	C-1st	6.png
96.0	1	C-2nd	11.png
98.0	1	C-3rd	10.png
100.0	1	A-1st	3.png
102.0	1	A-2nd	5.png
108.0	1	A-3rd	1.png
112.0	1	D-1st	4.png
114.0	1	D-2nd	7.png
116.0	1	D-3rd	2.png
120.0	1	C-1st	6.png
122.0	1	C-2nd	11.png
124.0	1	C-3rd	10.png
128.0	1	B-1st	9.png
132.0	1	B-2nd	8.png
136.0	1	B-3rd	12.png
140.0	1	D-1st	4.png
144.0	1	D-2nd	7.png
146.0	1	D-3rd	2.png
148.0	1	A-1st	3.png
152.0	1	A-2nd	5.png
154.0	1	A-3rd	1.png
160.0	1	B-1st	9.png
166.0	1	B-2nd	8.png
170.0	1	B-3rd	12.png
174.0	1	C-1st	6.png
176.0	1	C-2nd	11.png
178.0	1	C-3rd	10.png
180.0	1	B-1st	9.png
186.0	1	B-2nd	8.png
192.0	1	B-3rd	12.png
196.0	1	D-1st	4.png
198.0	1	D-2nd	7.png
204.0	1	D-3rd	2.png
208.0	1	C-1st	6.png
210.0	1	C-2nd	11.png
212.0	1	C-3rd	10.png
214.0	1	A-1st	3.png
220.0	1	A-2nd	5.png
222.0	1	A-3rd	1.png
