onset	duration	trial_type	stim_file
1.0	1	C-1st	6.png
2.0	1	C-2nd	11.png
4.0	1	C-3rd	10.png
6.0	1	A-1st	3.png
16.0	1	A-3rd	1.png
18.0	1	B-1st	9.png
20.0	1	B-2nd	8.png
22.0	1	B-3rd	12.png
26.0	1	D-1st	4.png
28.0	1	D-2nd	7.png
30.0	1	D-3rd	2.png
32.0	1	C-1st	6.png
34.0	1	C-2nd	11.png
36.0	1	C-3rd	10.png
42.0	1	A-1st	3.png
46.0	1	A-2nd	5.png
54.0	1	B-1st	9.png
56.0	1	B-2nd	8.png
58.0	1	B-3rd	12.png
60.0	1	D-1st	4.png
62.0	1	D-2nd	7.png
68.0	1	D-3rd	2.png
70.0	1	C-1st	6.png
74.0	1	C-2nd	11.png
78.0	1	C-3rd	10.png
80.0	1	A-1st	3.png
84.0	1	A-2nd	5.png
86.0	1	A-3rd	1.png
92.0	1	D-2nd	7.png
94.0	1	D-3rd	2.png
100.0	1	B-1st	9.png
102.0	1	B-2nd	8.png
104.0	1	B-3rd	12.png
108.0	1	A-2nd	5.png
110.0	1	A-3rd	1.png
112.0	1	D-1st	4.png
114.0	1	D-2nd	7.png
120.0	1	D-3rd	2.png
122.0	1	C-1st	6.png
126.0	1	C-2nd	11.png
132.0	1	C-3rd	10.png
134.0	1	B-1st	9.png
138.0	1	B-2nd	8.png
140.0	1	B-3rd	12.png
142.0	1	D-1st	4.png
148.0	1	D-3rd	2.png
152.0	1	B-1st	9.png
158.0	1	B-2nd	8.png
162.0	1	B-3rd	12.png
164.0	1	C-1st	6.png
170.0	1	C-3rd	10.png
174.0	1	A-1st	3.png
176.0	1	A-2nd	5.png
182.0	1	A-3rd	1.png
186.0	1	B-1st	9.png
192.0	1	B-2nd	8.png
194.0	1	B-3rd	12.png
198.0	1	C-1st	6.png
204.0	1	C-3rd	10.png
208.0	1	D-1st	4.png
210.0	1	D-2nd	7.png
212.0	1	D-3rd	2.png
218.0	1	A-1st	3.png
220.0	1	A-2nd	5.png
222.0	1	A-3rd	1.png
