onset	duration	trial_type	stim_file
0.0	1	C-1st	10.png
4.0	1	C-2nd	5.png
6.0	1	C-3rd	12.png
8.0	1	D-1st	3.png
14.0	1	D-2nd	4.png
18.0	1	D-3rd	2.png
20.0	1	B-1st	8.png
22.0	1	B-2nd	7.png
26.0	1	B-3rd	9.png
30.0	1	A-1st	6.png
34.0	1	A-2nd	11.png
38.0	1	A-3rd	1.png
44.0	1	D-1st	3.png
46.0	1	D-2nd	4.png
48.0	1	D-3rd	2.png
50.0	1	A-1st	6.png
52.0	1	A-2nd	11.png
56.0	1	A-3rd	1.png
58.0	1	B-1st	8.png
60.0	1	B-2nd	7.png
62.0	1	B-3rd	9.png
66.0	1	C-1st	10.png
70.0	1	C-2nd	5.png
72.0	1	C-3rd	12.png
74.0	1	B-1st	8.png
78.0	1	B-2nd	7.png
82.0	1	B-3rd	9.png
88.0	1	C-1st	10.png
90.0	1	C-2nd	5.png
92.0	1	C-3rd	12.png
94.0	1	A-1st	6.png
96.0	1	A-2nd	11.png
98.0	1	A-3rd	1.png
104.0	1	D-1st	3.png
108.0	1	D-2nd	4.png
110.0	1	D-3rd	2.png
112.0	1	B-1st	8.png
114.0	1	B-2nd	7.png
118.0	1	B-3rd	9.png
120.0	1	A-1st	6.png
122.0	1	A-2nd	11.png
128.0	1	A-3rd	1.png
134.0	1	C-1st	10.png
136.0	1	C-2nd	5.png
142.0	1	C-3rd	12.png
144.0	1	D-1st	3.png
146.0	1	D-2nd	4.png
150.0	1	D-3rd	2.png
152.0	1	C-1st	10.png
154.0	1	C-2nd	5.png
156.0	1	C-3rd	12.png
160.0	1	D-1st	3.png
162.0	1	D-2nd	4.png
164.0	1	D-3rd	2.png
168.0	1	A-1st	6.png
170.0	1	A-2nd	11.png
172.0	1	A-3rd	1.png
174.0	1	B-1st	8.png
178.0	1	B-2nd	7.png
180.0	1	B-3rd	9.png
182.0	1	A-1st	6.png
186.0	1	A-2nd	11.png
192.0	1	A-3rd	1.png
196.0	1	C-1st	10.png
198.0	1	C-2nd	5.png
200.0	1	C-3rd	12.png
206.0	1	D-1st	3.png
208.0	1	D-2nd	4.png
210.0	1	D-3rd	2.png
214.0	1	B-1st	8.png
220.0	1	B-2nd	7.png
222.0	1	B-3rd	9.png
