onset	duration	trial_type	stim_file
0.0	1.0	C-3rd	12.png
4.0	1.0	D-2nd	4.png
8.0	1.0	A-3rd	1.png
12.0	1.0	A-1st	6.png
16.0	1.0	C-1st	10.png
18.0	1.0	C-2nd	5.png
26.0	1.0	B-2nd	7.png
28.0	1.0	D-1st	3.png
32.0	1.0	B-3rd	9.png
34.0	1.0	A-2nd	11.png
36.0	1.0	D-3rd	2.png
38.0	1.0	B-2nd	7.png
40.0	1.0	C-2nd	5.png
42.0	1.0	C-3rd	12.png
46.0	1.0	A-1st	6.png
48.0	1.0	A-3rd	1.png
50.0	1.0	B-1st	8.png
52.0	1.0	B-3rd	9.png
58.0	1.0	D-2nd	4.png
64.0	1.0	C-1st	10.png
66.0	1.0	A-2nd	11.png
72.0	1.0	D-3rd	2.png
76.0	1.0	D-1st	3.png
86.0	1.0	A-1st	6.png
90.0	1.0	A-3rd	1.png
92.0	1.0	C-3rd	12.png
94.0	1.0	A-2nd	11.png
96.0	1.0	B-3rd	9.png
98.0	1.0	C-2nd	5.png
100.0	1.0	D-2nd	4.png
102.0	1.0	D-3rd	2.png
104.0	1.0	D-1st	3.png
110.0	1.0	B-1st	8.png
