onset	duration	trial_type	stim_file
0.0	1.0	D-3rd	3.png
2.0	1.0	D-2nd	1.png
4.0	1.0	C-1st	7.png
8.0	1.0	B-3rd	4.png
10.0	1.0	B-1st	12.png
12.0	1.0	A-1st	9.png
14.0	1.0	A-3rd	11.png
18.0	1.0	C-3rd	2.png
20.0	1.0	A-2nd	10.png
22.0	1.0	B-2nd	5.png
28.0	1.0	C-2nd	8.png
30.0	1.0	D-3rd	3.png
36.0	1.0	D-2nd	1.png
40.0	1.0	B-2nd	5.png
44.0	1.0	C-2nd	8.png
48.0	1.0	C-3rd	2.png
50.0	1.0	D-1st	6.png
52.0	1.0	A-1st	9.png
54.0	1.0	C-1st	7.png
56.0	1.0	B-1st	12.png
62.0	1.0	A-3rd	11.png
72.0	1.0	A-2nd	10.png
74.0	1.0	D-3rd	3.png
80.0	1.0	C-3rd	2.png
84.0	1.0	A-1st	9.png
86.0	1.0	A-3rd	11.png
88.0	1.0	B-2nd	5.png
92.0	1.0	B-1st	12.png
94.0	1.0	D-1st	6.png
102.0	1.0	C-1st	7.png
106.0	1.0	D-2nd	1.png
108.0	1.0	B-3rd	4.png
110.0	1.0	C-2nd	8.png
