onset	duration	trial_type	stim_file
0.0	1	C-1st	7.png
2.0	1	C-2nd	8.png
4.0	1	C-3rd	2.png
10.0	1	B-1st	12.png
14.0	1	B-2nd	5.png
18.0	1	B-3rd	4.png
20.0	1	D-1st	6.png
22.0	1	D-2nd	1.png
24.0	1	D-3rd	3.png
26.0	1	A-1st	9.png
28.0	1	A-2nd	10.png
30.0	1	A-3rd	11.png
32.0	1	C-1st	7.png
36.0	1	C-2nd	8.png
38.0	1	C-3rd	2.png
40.0	1	B-1st	12.png
44.0	1	B-2nd	5.png
46.0	1	B-3rd	4.png
48.0	1	A-1st	9.png
50.0	1	A-2nd	10.png
52.0	1	A-3rd	11.png
54.0	1	D-1st	6.png
58.0	1	D-2nd	1.png
62.0	1	D-3rd	3.png
64.0	1	C-1st	7.png
66.0	1	C-2nd	8.png
68.0	1	C-3rd	2.png
70.0	1	A-1st	9.png
76.0	1	A-2nd	10.png
80.0	1	A-3rd	11.png
82.0	1	B-1st	12.png
84.0	1	B-2nd	5.png
90.0	1	B-3rd	4.png
92.0	1	D-1st	6.png
94.0	1	D-2nd	1.png
100.0	1	D-3rd	3.png
102.0	1	A-1st	9.png
104.0	1	A-2nd	10.png
106.0	1	A-3rd	11.png
108.0	1	D-1st	6.png
112.0	1	D-2nd	1.png
116.0	1	D-3rd	3.png
118.0	1	C-1st	7.png
120.0	1	C-2nd	8.png
122.0	1	C-3rd	2.png
126.0	1	B-1st	12.png
132.0	1	B-2nd	5.png
134.0	1	B-3rd	4.png
138.0	1	A-1st	9.png
144.0	1	A-2nd	10.png
150.0	1	A-3rd	11.png
152.0	1	C-1st	7.png
156.0	1	C-2nd	8.png
158.0	1	C-3rd	2.png
162.0	1	B-1st	12.png
164.0	1	B-2nd	5.png
166.0	1	B-3rd	4.png
168.0	1	D-1st	6.png
172.0	1	D-2nd	1.png
176.0	1	D-3rd	3.png
180.0	1	B-1st	12.png
186.0	1	B-2nd	5.png
190.0	1	B-3rd	4.png
194.0	1	D-1st	6.png
200.0	1	D-2nd	1.png
204.0	1	D-3rd	3.png
206.0	1	C-1st	7.png
212.0	1	C-2nd	8.png
214.0	1	C-3rd	2.png
218.0	1	A-1st	9.png
220.0	1	A-2nd	10.png
222.0	1	A-3rd	11.png
